	level_3_complete_mean_diff	level_3_complete_median_diff	level_3_complete_sum_diff	level_4a_complete_mean_diff	level_4a_complete_median_diff	level_4a_complete_sum_diff	level_4b_complete_mean_diff	level_4b_complete_median_diff	level_4b_complete_sum_diff
SQ00015044	0.0016522231228967828	0.000498968031407988	1131.2309099999861	41300978158000.61	0.4704128750747161	2.653307000000065e+19	0.6762330852286295	0.45415141833810896	90626.05315
SQ00015199	0.0034452033528463554	0.0005086960179474364	2358.8342700000194	1.3633559202743595	0.4843380942376951	872198.7698600001	0.9698537162481118	0.5271850151057402	123272.28675
SQ00015166	0.0028854732192933265	0.0005193606281545239	1975.6027200000003	1834117383516.3552	0.4116343936678614	1.1790000000024492e+18	0.6672055709674402	0.4351614970059881	85573.11770999999
SQ00015102	0.0011073414131146098	0.0005392652832301836	758.165660000006	1.25119452015385	0.4837858916816277	802846.4805800001	0.756745439264113	0.5193169193548387	90082.97709
SQ00015231	0.0018274190269209273	0.0004436427369604036	1251.182640000005	5622344892315.241	0.4705690663900415	3.642200000000952e+18	0.582226242134042	0.4162568181818182	76239.03305
SQ00015106	0.001614619774139997	0.00047754346606792186	1105.48494999998	223715215440.76828	0.4660034979054459	1.4355000000058514e+17	0.7385008921957673	0.4599306825396826	89329.06792
SQ00015212	0.002166895520774904	0.0005326219854172978	1483.612689999995	581385746384143.5	0.48896037470023984	3.723845471880005e+20	0.7004559744480057	0.5119669515669516	94410.25806
SQ00015202	0.001625063417227535	0.0005040521592820982	1112.635420000011	1.506718390665617	0.5364961397720456	964492.62998	0.8716527801047943	0.5376014759036144	111125.26963000001
SQ00014813	0.00151437168454383	0.00048162927650024633	1036.8478899999932	1.517533971081438	0.5312075014961101	973746.9180199999	0.9352013517113096	0.5462442714285715	125691.06167
SQ00015131	0.0033534998802346337	0.0005234913067865792	2296.047470000007	517496257486.0175	0.46688748802395214	3.318600000006332e+17	0.7765849557437967	0.47176908707865167	106162.26978999999
SQ00014816	0.0017365925873995137	0.0005004879416714097	1188.99632	2.5071829049502594	0.5211385182963407	1604917.9785799994	0.7174693195233586	0.4898391969696969	90917.71217
SQ00015208	0.0020344489478173575	0.0005233286595621695	1392.9302300000058	1685979107867896.2	0.8081327569815805	1.0896010900000012e+21	0.9211101444200965	0.7421981707317074	116015.66490999999
SQ00015048	0.0012326824523275633	0.0005029444756031391	843.9831600000175	469057962200615.9	0.48132648203592815	3.0079749000001094e+20	0.6399435109390365	0.4561638938053098	83305.28648000001
SQ00015054	0.0013537376145073784	0.0004797195737523778	926.8662399999959	135175035412464.75	0.42828703227734605	8.684076835010055e+19	0.605288172501929	0.42623274691358026	75307.53327000001
SQ00015058	0.0010691277867358458	0.0004912703309033278	732.001860000005	5091332511948.596	0.46943990442054956	3.272790000000749e+18	0.7172484346237562	0.522751208955224	92266.83863
SQ00015111	0.0035977555822349996	0.0004580931015143787	2463.282510000001	281081687613.19904	0.5466636654697785	1.8036000000063574e+17	0.8621935306232091	0.5723551146131806	115547.7282
SQ00015194	0.0027148423624742918	0.0005041306786317691	1858.776549999998	2.2641052716442114	0.7620682634730539	1451925.4286	1.1833151759156835	0.6835072713864307	154039.23634
SQ00015148	0.0012766176943120073	0.0005123836231071168	874.0643899999907	5167723339405.962	2.617237118847539	3.3060200000449275e+18	0.8110110199318911	0.5240353461538462	80971.34023
SQ00014820	0.0015456117235698255	0.000513864273696316	1058.2370699999997	17823327359618.49	0.491464504181601	1.1457120000000514e+19	0.8229931326145226	0.5336366374269006	108082.04212
SQ00015139	0.0011615148713544532	0.0005268592260234871	795.2567099999961	37700599560365.88	0.48696153823355065	2.4422750000001507e+19	0.8335745820971783	0.54079	101149.27408999999
SQ00014818	0.0017215515750607484	0.000508112731351718	1178.6981599999929	2.3333177401585634	0.6585515426170468	1492726.02436	0.7832808132721656	0.498801976744186	103468.26231
SQ00015229	0.0014634628552066006	0.0004394279304543887	1001.9920400000137	1605789239002.34	0.48646636444708674	1.0371600000007433e+18	0.6788394960428307	0.5180301536312849	93321.4232
SQ00015232	0.0015237435735651057	0.0004378631519907539	1043.264559999968	3570830242335.4463	0.59388159347181	2.310470000000727e+18	0.7689497924735915	0.5410821408450704	104823.23571000001
SQ00015052	0.0017416935992708958	0.0004930846887268809	1192.4888400000032	347839868833634.06	0.5054550359496705	2.2292918057600077e+20	0.7546996367461212	0.5082324924924925	96504.95195
SQ00015059	0.0011658226712937152	0.0005085109366236412	798.2061400000107	28.975730236637457	0.9040437866986216	18570429.605739996	0.5732124588349858	0.43163113314447593	77700.09521999999
SQ00015165	0.003378916503084679	0.0005208524957936498	2313.4495199999933	30251060379298.94	0.5966567754491018	1.9399400000036823e+19	0.6730151220507028	0.41669371987951803	85801.35188000002
SQ00015097	0.0011011043098008858	0.0005330734716767967	753.8952899999922	44106526499409.72	0.39435075118764845	2.8521750000002286e+19	0.6010622734627832	0.4374298058252427	71319.64512
SQ00015200	0.0018350055208917776	0.0005217694896240401	1256.3769000000152	1.6041696075795615	0.7041465047961631	1027489.88369	1.06089946315805	0.6865599433427763	143807.04403
SQ00015217	0.002681604096560111	0.0004742624789679706	1836.0192400000042	459965423408.13745	0.5804675104853206	2.947900000005817e+17	0.763872619775979	0.5521487650602409	97384.59255000002
SQ00015201	0.0013195445118246477	0.0005256113292206437	903.4551800000054	2386746852519.268	0.41670512589928055	1.5287400000008212e+18	0.6140712173855165	0.4140559904153355	73806.44775999998
SQ00015107	0.0023498405513881168	0.000475600112170632	1608.8700300000048	172368059717.72507	0.6822478819652487	1.1047000000085115e+17	1.0511655159452533	0.6456679611650485	124727.09546
SQ00015046	0.0018782134511123425	0.0004995485137409911	1285.9601599999899	18795502744636.785	19.31764214670659	1.2053180000080677e+19	0.5992538998679577	0.3965990845070423	81690.29163
SQ00015205	0.0016645285333707338	0.0005358749298934318	1139.6560800000073	0.8549037605916319	0.4901581373725255	547247.83446	0.7189207252209596	0.4812472121212122	91101.6343
SQ00015145	0.0010780034381426208	0.000490443073471765	738.0787699999844	127421912273658.28	0.6078340220632081	8.205563400304317e+19	0.930885478075732	0.6719228209459459	105808.16698
SQ00015100	0.00117471841991496	0.0005248429613008423	804.2968100000155	184503366771395.28	0.4724307330939558	1.1838916833600061e+20	0.6980715688496657	0.4814060648148148	86851.27231
SQ00015153	0.0010207391568517598	0.0005263965227145501	698.8715200000081	2525579388561.396	0.46238176035502965	1.6390000000008038e+18	0.6595219182641107	0.459084089456869	79269.2584
SQ00015152	0.0013831859927089173	0.000522164890633879	947.0287199999998	612.758645811094	0.7869337783075089	394832258.94567	0.5404264197498606	0.37247050167224083	62049.59981000001
SQ00015143	0.0009969500724434641	0.0005217975322489799	682.5838000000116	280454417303946.66	0.5104335718527315	1.8135753167610092e+20	0.6481117137152779	0.5231827500000001	74662.46942000001
SQ00015154	0.003030172345298176	0.0005211076836792292	2074.6741599999923	48380755270484.63	0.28846123210023866	3.1137079999999582e+19	0.4980637899633124	0.3219024528301887	60819.565520000004
SQ00014812	0.00155904617101328	0.0004856533931577827	1067.4352600000045	1.2520032925352413	0.5687718469814704	804326.97923	0.9507353026969588	0.5578616091954024	127048.65997000001
SQ00015047	0.002100254311553576	0.0005109394279302222	1437.9853200000102	4534013414270.018	0.5112879346522782	2.9040900000009175e+18	0.706055525085034	0.46221348396501455	92995.98531999999
SQ00015055	0.0012700714940876935	0.0004980257992149535	869.5823900000096	0.8026142631547798	0.46879610944976075	515316.88243000006	0.5896280722947761	0.43000855223880596	75849.75522000002
SQ00015120	2.6417041997889235	2.092401196336577	1772181.97902	709476614810421.6	0.3996309709302326	4.6859511454998725e+20	0.7110511251255021	0.4280953012048193	90650.48584000001
SQ00015121	2.6068795934995705	2.1299559101316543	1748819.9615399996	1073074926673368.5	0.3928987863795111	7.079204060255413e+20	0.7220595832548945	0.4109914909638554	92053.93215
SQ00015206	0.0016914169412507178	0.0005142596747053426	1158.0658200000116	184197535494.28787	0.6195520275944811	1.1791000000088747e+17	1.1805613109452735	0.636935447761194	151867.40704000002
SQ00015045	0.0013851848768461192	0.0004867414469996589	948.3972999999861	228946712437393.94	0.4623257112970711	1.4708269436457987e+20	0.6693547634548611	0.452073591954023	89447.21575
SQ00015099	0.001231310306248834	0.0005453617498599097	843.0436900000018	169575551835327.38	0.43560945535714285	1.0939658000000637e+20	0.697809194159836	0.486074737704918	81727.41282
SQ00014819	0.0012304693342213766	0.0005065367358386254	842.4679000000183	4.887147971077661	0.5180949970005999	3128400.256430001	0.7249550790578358	0.5053992985074627	93258.22137
SQ00015053	0.001105937295522528	0.0004917694896243731	757.2043000000003	1.2906568978176087	0.399499937200957	828663.6799299999	0.6523476447541291	0.43031132132132127	83416.99803
SQ00015112	0.0017960292957795798	0.0004609842961300159	1229.6909699999965	137416991213.16263	0.5259418783702816	8.807000000055109e+16	0.7468994539800996	0.5268076567164178	96081.14576000001
SQ00015117	2.47319027119407	2.0127919061247854	1659134.74705	1163426554595068.5	0.5199836999419617	7.697602381698444e+20	0.7548504959239132	0.4882759161490683	93335.75412000001
SQ00015138	0.0011351337428724855	0.0005228435221537655	777.1942899999904	37430086475665.945	0.46228258313539194	2.420439000000824e+19	0.7846413327721661	0.5097314814814814	89486.77471999999
SQ00015163	0.002257328793933472	0.0005134632641615176	1545.5298200000182	451563247160789.6	0.36451669157202626	2.9009868000000033e+20	0.5529648078920041	0.35448473520249224	68160.65408000001
SQ00015160	0.0019215868182137009	0.000513968031408031	1315.656690000011	35.22128598258895	0.264141615707434	22559656.32728002	0.4639076992967929	0.29967599369085174	56470.55642
SQ00015170	0.0021869534609273078	0.0004888726864836227	1497.3458000000217	0.7644446162043259	0.35708157706093197	491397.23041	0.5562150905326639	0.3443570360110803	77104.76071
SQ00015051	0.0011007548578005097	0.0004871312394836116	753.6560299999906	31.09318295357205	0.49390008103241295	19891677.23545	0.7071497229561468	0.4792802623906705	93140.10431
SQ00015118	2.3989476134236076	1.917537269605037	1609329.2085700002	822607771894092.1	0.38789762805587896	5.426842184117953e+20	0.7084558176436335	0.43279805900621116	87599.14494
SQ00015129	0.0014487583689708258	0.0005277537857544162	991.9242899999932	156286127314971.8	0.4504463213213213	9.992309836010037e+19	0.7576196412406816	0.5260018370607029	91059.81992
SQ00015134	0.0012829915200271054	0.0005134856982613847	878.4283699999983	236561126314610.62	0.4883622387173397	1.5297367169810085e+20	0.8746420277938528	0.5066650308641976	108819.46253
SQ00015207	0.0016005347413018236	0.000532745372966518	1092.3033499999815	7.509647729171354	2.9784410990990993	4788807.340769999	2.310181787476397	1.1608694782608697	305254.0262300001
SQ00015222	0.001568692848546453	0.00046895120583254584	1074.040069999997	0.6323315376115848	0.3638498444045482	405744.38375	0.4888234956054688	0.366960921875	60066.63114
SQ00015155	0.003447889091418985	0.0005162114413911033	2360.673120000019	0.6203719060880184	0.3019311423444976	398308.54156000004	0.4714833071257962	0.3244935191082802	56849.571240000005
SQ00015164	0.0037527434304309468	0.0005248990465506714	2569.3983500000168	168743123128742.22	0.33645923353293417	1.0821158999999983e+20	0.5568856483477012	0.3812634326018809	68216.26438000001
SQ00015042	0.0016137514897644326	0.0005278210880536908	1104.8904599999937	165120096575070.72	0.3730429599761051	1.0614184000000066e+20	0.5426939518229167	0.3630751219512195	68353.38862
SQ00015108	0.0016475509879182884	0.00044819125070122244	1128.0320299999908	1194169776120.421	0.5000054149253732	7.680900000006547e+17	0.8021632412978779	0.48381624223602493	99185.88046000001
SQ00015149	0.0013004168419331026	0.0005122462142454247	890.3590000000212	2881782727367.429	0.5706103455528846	1.84139000000233e+18	0.9282022727971312	0.5931881803278688	108711.05019000001
SQ00015196	0.0012715260007711503	0.0005133090297250861	870.578249999985	2362727669661.655	0.40566555089820355	1.515170000000626e+18	0.5632463511119258	0.3899859530791789	73753.7302
SQ00015141	0.0010623487450925554	0.0005345709478407484	727.36044000001	210327424317917.88	0.47320692193968067	1.3657485101629402e+20	0.6651665301724138	0.44937341692789967	81480.23928000001
SQ00015158	0.0026730761298841012	0.0005268255748739234	1830.1803800000075	1.141384367708958	0.40513515287769786	731070.3841300001	0.46069117171620927	0.31316137195121946	58024.97446
