compound_plate_barcode,well_position,broad_sample,mg_per_ml,mmoles_per_liter,solvent,volume_ul,amount_mg
AB00023288,B22,BRD-K05653692-001-03-3,3.905594,10,DMSO,12,0.047
AB00023288,B23,BRD-K05653692-001-03-3,0.3905594,1,DMSO,12,0.005
AB00023288,B24,BRD-K05653692-001-03-3,3.905594e-002,0.1,DMSO,12,0.000
AB00023288,C01,BRD-K23984367-075-05-3,6.37027,10,DMSO,12,0.076
AB00023288,C02,BRD-K23984367-075-05-3,0.637027,1,DMSO,12,0.008
AB00023288,C03,BRD-K23984367-075-05-3,6.37027e-002,0.1,DMSO,12,0.001
AB00023288,C04,BRD-K04548931-003-08-2,5.7998,10,DMSO,12,0.070
AB00023288,C05,BRD-K04548931-003-08-2,0.57998,1,DMSO,12,0.007
AB00023288,C06,BRD-K04548931-003-08-2,5.7998e-002,0.1,DMSO,12,0.001
AB00023288,C07,BRD-K29905972-001-01-4,3.8646952,10,DMSO,12,0.046
AB00023288,C08,BRD-K29905972-001-01-4,0.38646952,1,DMSO,12,0.005
AB00023288,C09,BRD-K29905972-001-01-4,3.8646952e-002,0.1,DMSO,12,0.000
AB00023288,C10,BRD-K36627727-001-01-3,3.514388,10,DMSO,12,0.042
AB00023288,C11,BRD-K36627727-001-01-3,0.3514388,1,DMSO,12,0.004
AB00023288,C12,BRD-K36627727-001-01-3,3.514388e-002,0.1,DMSO,12,0.000
AB00023288,C13,BRD-K64052750-001-04-3,4.46902,10,DMSO,12,0.054
AB00023288,C14,BRD-K64052750-001-04-3,0.446902,1,DMSO,12,0.005
AB00023288,C15,BRD-K64052750-001-04-3,4.46902e-002,0.1,DMSO,12,0.001
AB00023288,C16,BRD-A88080608-001-03-4,2.683502,10,DMSO,12,0.032
AB00023288,C17,BRD-A88080608-001-03-4,0.2683502,1,DMSO,12,0.003
AB00023288,C18,BRD-A88080608-001-03-4,2.683502e-002,0.1,DMSO,12,0.000
AB00023288,C19,BRD-K60230970-001-19-1,4.756,9.99956267682153,DMSO,12,0.057
AB00023288,C20,BRD-K60230970-001-19-1,4.756,9.99956267682153,DMSO,12,0.057
AB00023288,C21,BRD-K60230970-001-19-1,4.756,9.99956267682153,DMSO,12,0.057
AB00023288,C22,BRD-K60230970-001-19-1,4.756,9.99956267682153,DMSO,12,0.057
AB00023288,C23,BRD-K60230970-001-19-1,4.756,9.99956267682153,DMSO,12,0.057
AB00023288,C24,BRD-K60230970-001-19-1,4.756,9.99956267682153,DMSO,12,0.057
AB00023288,D01,BRD-K15600710-066-01-7,4.1349,10,DMSO,12,0.050
AB00023288,D02,BRD-K15600710-066-01-7,0.41349,1,DMSO,12,0.005
AB00023288,D03,BRD-K15600710-066-01-7,4.1349e-002,0.1,DMSO,12,0.000
AB00023288,D04,BRD-K64890080-001-05-4,5.216544,10,DMSO,12,0.063
AB00023288,D05,BRD-K64890080-001-05-4,0.5216544,1,DMSO,12,0.006
AB00023288,D06,BRD-K64890080-001-05-4,5.216544e-002,0.1,DMSO,12,0.001
AB00023288,D07,BRD-K02113016-001-02-2,4.344628,10,DMSO,12,0.052
AB00023288,D08,BRD-K02113016-001-02-2,0.4344628,1,DMSO,12,0.005
AB00023288,D09,BRD-K02113016-001-02-2,4.344628e-002,0.1,DMSO,12,0.001
AB00023288,D10,BRD-K23478508-001-15-1,7.809385,10,DMSO,12,0.094
AB00023288,D11,BRD-K23478508-001-15-1,0.7809385,1,DMSO,12,0.009
AB00023288,D12,BRD-K23478508-001-15-1,7.809385e-002,0.1,DMSO,12,0.001
AB00023288,D13,BRD-K89162000-001-01-5,5.6270298,10,DMSO,12,0.068
AB00023288,D14,BRD-K89162000-001-01-5,0.56270298,1,DMSO,12,0.007
AB00023288,D15,BRD-K89162000-001-01-5,5.6270298e-002,0.1,DMSO,12,0.001
AB00023288,D16,BRD-K63923597-001-11-8,5.294018927,10.4303333005622,DMSO,12,0.064
AB00023288,D17,BRD-K63923597-001-11-8,0.529401893,1.04303333064728,DMSO,12,0.006
AB00023288,D18,BRD-K63923597-001-11-8,5.2940189e-002,0.104303332473665,DMSO,12,0.001
AB00023288,D19,BRD-K64925568-001-01-8,5.68552,10,DMSO,12,0.068
AB00023288,D20,BRD-K64925568-001-01-8,0.568552,1,DMSO,12,0.007
AB00023288,D21,BRD-K64925568-001-01-8,5.68552e-002,0.1,DMSO,12,0.001
AB00023288,D22,BRD-K71221037-001-02-4,8.069408,10,DMSO,12,0.097
AB00023288,D23,BRD-K71221037-001-02-4,0.8069408,1,DMSO,12,0.010
AB00023288,D24,BRD-K71221037-001-02-4,8.069408e-002,0.1,DMSO,12,0.001
AB00023288,E01,BRD-K66615216-001-01-9,4.014314,10,DMSO,12,0.048
AB00023288,E02,BRD-K66615216-001-01-9,0.4014314,1,DMSO,12,0.005
AB00023288,E03,BRD-K66615216-001-01-9,4.014314e-002,0.1,DMSO,12,0.000
AB00023288,E04,BRD-K57080016-001-03-5,4.57681,10,DMSO,12,0.055
AB00023288,E05,BRD-K57080016-001-03-5,0.457681,1,DMSO,12,0.005
AB00023288,E06,BRD-K57080016-001-03-5,4.57681e-002,0.1,DMSO,12,0.001
AB00023288,E07,BRD-K99451608-001-02-4,6.288008,10,DMSO,12,0.075
AB00023288,E08,BRD-K99451608-001-02-4,0.6288008,1,DMSO,12,0.008
AB00023288,E09,BRD-K99451608-001-02-4,6.288008e-002,0.1,DMSO,12,0.001
AB00023288,E10,BRD-K06854232-001-07-4,3.514388,10,DMSO,12,0.042
AB00023288,E11,BRD-K06854232-001-07-4,0.3514388,1,DMSO,12,0.004
AB00023288,E12,BRD-K06854232-001-07-4,3.514388e-002,0.1,DMSO,12,0.000
AB00023288,E13,BRD-K41213548-001-01-2,5.746625,10,DMSO,12,0.069
AB00023288,E14,BRD-K41213548-001-01-2,0.5746625,1,DMSO,12,0.007
AB00023288,E15,BRD-K41213548-001-01-2,5.746625e-002,0.1,DMSO,12,0.001
AB00023288,E16,BRD-K67566344-001-01-8,4.655447,10,DMSO,12,0.056
AB00023288,E17,BRD-K67566344-001-01-8,0.4655447,1,DMSO,12,0.006
AB00023288,E18,BRD-K67566344-001-01-8,4.655447e-002,0.1,DMSO,12,0.001
AB00023288,E19,BRD-K11267252-001-05-1,4.826166,10,DMSO,12,0.058
AB00023288,E20,BRD-K11267252-001-05-1,0.4826166,1,DMSO,12,0.006
AB00023288,E21,BRD-K11267252-001-05-1,4.826166e-002,0.1,DMSO,12,0.001
AB00023288,E22,BRD-K74117820-066-10-8,6.63888,10,DMSO,12,0.080
AB00023288,E23,BRD-K74117820-066-10-8,0.663888,1,DMSO,12,0.008
AB00023288,E24,BRD-K74117820-066-10-8,6.63888e-002,0.1,DMSO,12,0.001
AB00023288,F01,BRD-K62391742-001-08-9,8.68439,10,DMSO,12,0.104
AB00023288,F02,BRD-K62391742-001-08-9,0.868439,1,DMSO,12,0.010
AB00023288,F03,BRD-K62391742-001-08-9,8.68439e-002,0.1,DMSO,12,0.001
AB00023288,F04,BRD-K81418486-001-52-5,2.643202,10,DMSO,12,0.032
AB00023288,F05,BRD-K81418486-001-52-5,0.2643202,1,DMSO,12,0.003
AB00023288,F06,BRD-K81418486-001-52-5,2.643202e-002,0.1,DMSO,12,0.000
AB00023288,F07,BRD-A07780951-001-06-3,2.112576,10,DMSO,12,0.025
AB00023288,F08,BRD-A07780951-001-06-3,0.2112576,1,DMSO,12,0.003
AB00023288,F09,BRD-A07780951-001-06-3,2.112576e-002,0.1,DMSO,12,0.000
AB00023288,F10,BRD-K93918653-001-06-3,5.60667,10,DMSO,12,0.067
AB00023288,F11,BRD-K93918653-001-06-3,0.560667,1,DMSO,12,0.007
AB00023288,F12,BRD-K93918653-001-06-3,5.60667e-002,0.1,DMSO,12,0.001
AB00023288,F13,BRD-K67868012-001-07-6,3.483553,10,DMSO,12,0.042
AB00023288,F14,BRD-K67868012-001-07-6,0.3483553,1,DMSO,12,0.004
AB00023288,F15,BRD-K67868012-001-07-6,3.483553e-002,0.1,DMSO,12,0.000
AB00023288,F16,BRD-A71390734-001-01-7,5.52218229,11.1,DMSO,12,0.066
AB00023288,F17,BRD-A71390734-001-01-7,0.552218229,1.11,DMSO,12,0.007
AB00023288,F18,BRD-A71390734-001-01-7,5.5221823e-002,0.111000000201007,DMSO,12,0.001
AB00023288,F19,BRD-A01320529-104-07-7,6.03745,10,DMSO,12,0.072
AB00023288,F20,BRD-A01320529-104-07-7,0.603745,1,DMSO,12,0.007
AB00023288,F21,BRD-A01320529-104-07-7,6.03745e-002,0.1,DMSO,12,0.001
AB00023288,F22,BRD-K61033289-001-01-2,3.164345,10,DMSO,12,0.038
AB00023288,F23,BRD-K61033289-001-01-2,0.3164345,1,DMSO,12,0.004
AB00023288,F24,BRD-K61033289-001-01-2,3.164345e-002,0.1,DMSO,12,0.000
AB00023288,G01,BRD-K66788707-001-07-7,2.852318,10,DMSO,12,0.034
AB00023288,G02,BRD-K66788707-001-07-7,0.2852318,1,DMSO,12,0.003
AB00023288,G03,BRD-K66788707-001-07-7,2.852318e-002,0.1,DMSO,12,0.000
AB00023288,G04,BRD-A22032524-074-03-2,5.6705094,10,DMSO,12,0.068
AB00023288,G05,BRD-A22032524-074-03-2,0.56705094,1,DMSO,12,0.007
AB00023288,G06,BRD-A22032524-074-03-2,5.6705094e-002,0.1,DMSO,12,0.001
AB00023288,G07,BRD-A82307304-001-01-8,5.586398,10,DMSO,12,0.067
AB00023288,G08,BRD-A82307304-001-01-8,0.5586398,1,DMSO,12,0.007
AB00023288,G09,BRD-A82307304-001-01-8,5.586398e-002,0.1,DMSO,12,0.001
AB00023288,G10,BRD-K99023089-001-01-1,4.28915,10,DMSO,12,0.051
AB00023288,G11,BRD-K99023089-001-01-1,0.428915,1,DMSO,12,0.005
AB00023288,G12,BRD-K99023089-001-01-1,4.28915e-002,0.1,DMSO,12,0.001
AB00023288,G13,,,,,0,0.000
AB00023288,G14,,,,,0,0.000
AB00023288,G15,,,,,0,0.000
AB00023288,G16,,,,,0,0.000
AB00023288,G17,,,,,0,0.000
AB00023288,G18,,,,,0,0.000
AB00023288,G19,BRD-K56429665-001-09-6,4.126100119,10.0001287406566,DMSO,12,0.050
AB00023288,G20,BRD-K56429665-001-09-6,0.412610012,1.00001287430802,DMSO,12,0.005
AB00023288,G21,BRD-K56429665-001-09-6,4.1261001e-002,0.100001286946077,DMSO,12,0.000
AB00023288,G22,BRD-K27316855-001-06-7,4.166365,10,DMSO,12,0.050
AB00023288,G23,BRD-K27316855-001-06-7,0.4166365,1,DMSO,12,0.005
AB00023288,G24,BRD-K27316855-001-06-7,4.166365e-002,0.1,DMSO,12,0.000
AB00023288,H01,BRD-A91452556-001-03-2,3.965622,10,DMSO,12,0.048
AB00023288,H02,BRD-A91452556-001-03-2,0.3965622,1,DMSO,12,0.005
AB00023288,H03,BRD-A91452556-001-03-2,3.965622e-002,0.1,DMSO,12,0.000
AB00023288,H04,BRD-A13084692-001-08-2,4.4154,10,DMSO,12,0.053
AB00023288,H05,BRD-A13084692-001-08-2,0.44154,1,DMSO,12,0.005
AB00023288,H06,BRD-A13084692-001-08-2,4.4154e-002,0.1,DMSO,12,0.001
AB00023288,H07,BRD-K56343971-001-08-0,4.89922,10,DMSO,12,0.059
AB00023288,H08,BRD-K56343971-001-08-0,0.489922,1,DMSO,12,0.006
AB00023288,H09,BRD-K56343971-001-08-0,4.89922e-002,0.1,DMSO,12,0.001
AB00023288,H10,BRD-K71926323-001-12-0,3.623556,10,DMSO,12,0.043
AB00023288,H11,BRD-K71926323-001-12-0,0.3623556,1,DMSO,12,0.004
AB00023288,H12,BRD-K71926323-001-12-0,3.623556e-002,0.1,DMSO,12,0.000
AB00023288,H13,BRD-K20986251-001-07-2,3.765726,10,DMSO,12,0.045
AB00023288,H14,BRD-K20986251-001-07-2,0.3765726,1,DMSO,12,0.005
AB00023288,H15,BRD-K20986251-001-07-2,3.765726e-002,0.1,DMSO,12,0.000
AB00023288,H16,BRD-K09951645-001-10-0,5.19562,10,DMSO,12,0.062
AB00023288,H17,BRD-K09951645-001-10-0,0.519562,1,DMSO,12,0.006
AB00023288,H18,BRD-K09951645-001-10-0,5.19562e-002,0.1,DMSO,12,0.001
AB00023288,H19,BRD-K37890730-001-11-0,3.48352,10,DMSO,12,0.042
AB00023288,H20,BRD-K37890730-001-11-0,0.348352,1,DMSO,12,0.004
AB00023288,H21,BRD-K37890730-001-11-0,3.48352e-002,0.1,DMSO,12,0.000
AB00023288,H22,BRD-K11853856-001-02-5,2.811874075,9.5209387923848,DMSO,12,0.034
AB00023288,H23,BRD-K11853856-001-02-5,0.281187408,0.952093880931469,DMSO,12,0.003
AB00023288,H24,BRD-K11853856-001-02-5,2.8118741e-002,9.52093887703421e-002,DMSO,12,0.000
AB00023288,I01,BRD-K12539581-001-12-0,3.0132044,10,DMSO,12,0.036
AB00023288,I02,BRD-K12539581-001-12-0,0.30132044,1,DMSO,12,0.004
AB00023288,I03,BRD-K12539581-001-12-0,3.0132044e-002,0.1,DMSO,12,0.000
AB00023288,I04,BRD-K78431006-001-01-1,4.50337,10,DMSO,12,0.054
AB00023288,I05,BRD-K78431006-001-01-1,0.450337,1,DMSO,12,0.005
AB00023288,I06,BRD-K78431006-001-01-1,4.50337e-002,0.1,DMSO,12,0.001
AB00023288,I07,BRD-A93236127-001-04-5,7.649391,10,DMSO,12,0.092
AB00023288,I08,BRD-A93236127-001-04-5,0.7649391,1,DMSO,12,0.009
AB00023288,I09,BRD-A93236127-001-04-5,7.649391e-002,0.1,DMSO,12,0.001
AB00023288,I10,BRD-K32107296-001-06-0,1.941508,10,DMSO,12,0.023
AB00023288,I11,BRD-K32107296-001-06-0,0.1941508,1,DMSO,12,0.002
AB00023288,I12,BRD-K32107296-001-06-0,1.941508e-002,0.1,DMSO,12,0.000
AB00023288,I13,BRD-K63828191-003-07-3,5.1004422,10,DMSO,12,0.061
AB00023288,I14,BRD-K63828191-003-07-3,0.51004422,1,DMSO,12,0.006
AB00023288,I15,BRD-K63828191-003-07-3,5.1004422e-002,0.1,DMSO,12,0.001
AB00023288,I16,BRD-K45724504-001-01-6,3.664055,10,DMSO,12,0.044
AB00023288,I17,BRD-K45724504-001-01-6,0.3664055,1,DMSO,12,0.004
AB00023288,I18,BRD-K45724504-001-01-6,3.664055e-002,0.1,DMSO,12,0.000
AB00023288,I19,BRD-K41895714-001-01-4,2.57268,10,DMSO,12,0.031
AB00023288,I20,BRD-K41895714-001-01-4,0.257268,1,DMSO,12,0.003
AB00023288,I21,BRD-K41895714-001-01-4,2.57268e-002,0.1,DMSO,12,0.000
AB00023288,I22,BRD-K14880289-001-01-4,4.53498,10,DMSO,12,0.054
AB00023288,I23,BRD-K14880289-001-01-4,0.453498,1,DMSO,12,0.005
AB00023288,I24,BRD-K14880289-001-01-4,4.53498e-002,0.1,DMSO,12,0.001
AB00023288,J01,BRD-K51544265-001-04-2,5.015057,10,DMSO,12,0.060
AB00023288,J02,BRD-K51544265-001-04-2,0.5015057,1,DMSO,12,0.006
AB00023288,J03,BRD-K51544265-001-04-2,5.015057e-002,0.1,DMSO,12,0.001
AB00023288,J04,BRD-K03067624-001-02-3,4.806389,10,DMSO,12,0.058
AB00023288,J05,BRD-K03067624-001-02-3,0.4806389,1,DMSO,12,0.006
AB00023288,J06,BRD-K03067624-001-02-3,4.806389e-002,0.1,DMSO,12,0.001
AB00023288,J07,BRD-A35869383-001-03-5,4.404971,10,DMSO,12,0.053
AB00023288,J08,BRD-A35869383-001-03-5,0.4404971,1,DMSO,12,0.005
AB00023288,J09,BRD-A35869383-001-03-5,4.404971e-002,0.1,DMSO,12,0.001
AB00023288,J10,BRD-K21680192-300-10-2,5.17403,10,DMSO,12,0.062
AB00023288,J11,BRD-K21680192-300-10-2,0.517403,1,DMSO,12,0.006
AB00023288,J12,BRD-K21680192-300-10-2,5.17403e-002,0.1,DMSO,12,0.001
AB00023288,J13,BRD-K05804044-001-09-4,4.569857401,10.121058728999,DMSO,12,0.055
AB00023288,J14,BRD-K05804044-001-09-4,0.45698574,1.01210587267842,DMSO,12,0.005
AB00023288,J15,BRD-K05804044-001-09-4,4.5698574e-002,0.101210587267842,DMSO,12,0.001
AB00023288,J16,BRD-K22134346-001-08-2,4.1856622,10,DMSO,12,0.050
AB00023288,J17,BRD-K22134346-001-08-2,0.41856622,1,DMSO,12,0.005
AB00023288,J18,BRD-K22134346-001-08-2,4.1856622e-002,0.1,DMSO,12,0.001
AB00023288,J19,BRD-K87909389-001-01-2,4.0184,10,DMSO,12,0.048
AB00023288,J20,BRD-K87909389-001-01-2,0.40184,1,DMSO,12,0.005
AB00023288,J21,BRD-K87909389-001-01-2,4.0184e-002,0.1,DMSO,12,0.000
AB00023288,J22,BRD-K32821942-001-20-5,2.77263,10,DMSO,12,0.033
AB00023288,J23,BRD-K32821942-001-20-5,0.277263,1,DMSO,12,0.003
AB00023288,J24,BRD-K32821942-001-20-5,2.77263e-002,0.1,DMSO,12,0.000
AB00023288,K01,BRD-K88560311-011-07-1,4.059648761,9.63464853155015,DMSO,12,0.049
AB00023288,K02,BRD-K88560311-011-07-1,0.405964876,0.963464852917688,DMSO,12,0.005
AB00023288,K03,BRD-K88560311-011-07-1,4.0596488e-002,9.63464862410774e-002,DMSO,12,0.000
AB00023288,K04,BRD-K92723993-001-07-5,4.936027,10,DMSO,12,0.059
AB00023288,K05,BRD-K92723993-001-07-5,0.4936027,1,DMSO,12,0.006
AB00023288,K06,BRD-K92723993-001-07-5,4.936027e-002,0.1,DMSO,12,0.001
AB00023288,K07,BRD-K88510285-001-23-6,3.863,10.0536908210297,DMSO,12,0.046
AB00023288,K08,BRD-K88510285-001-23-6,3.863,10.0536908210297,DMSO,12,0.046
AB00023288,K09,BRD-K88510285-001-23-6,3.863,10.0536908210297,DMSO,12,0.046
AB00023288,K10,BRD-K88510285-001-23-6,3.863,10.0536908210297,DMSO,12,0.046
AB00023288,K11,BRD-K88510285-001-23-6,3.863,10.0536908210297,DMSO,12,0.046
AB00023288,K12,BRD-K88510285-001-23-6,3.863,10.0536908210297,DMSO,12,0.046
AB00023288,K13,BRD-K49049886-001-08-7,2.85689,10,DMSO,12,0.034
AB00023288,K14,BRD-K49049886-001-08-7,0.285689,1,DMSO,12,0.003
AB00023288,K15,BRD-K49049886-001-08-7,2.85689e-002,0.1,DMSO,12,0.000
AB00023288,K16,BRD-K51313569-001-06-0,4.475328,10,DMSO,12,0.054
AB00023288,K17,BRD-K51313569-001-06-0,0.4475328,1,DMSO,12,0.005
AB00023288,K18,BRD-K51313569-001-06-0,4.475328e-002,0.1,DMSO,12,0.001
AB00023288,K19,BRD-K63750851-001-18-1,3.203371,10,DMSO,12,0.038
AB00023288,K20,BRD-K63750851-001-18-1,0.3203371,1,DMSO,12,0.004
AB00023288,K21,BRD-K63750851-001-18-1,3.203371e-002,0.1,DMSO,12,0.000
AB00023288,K22,BRD-K20285085-074-03-7,6.28629,10,DMSO,12,0.075
AB00023288,K23,BRD-K20285085-074-03-7,0.628629,1,DMSO,12,0.008
AB00023288,K24,BRD-K20285085-074-03-7,6.28629e-002,0.1,DMSO,12,0.001
AB00023288,L01,BRD-K56301217-001-10-8,8.13427,10,DMSO,12,0.098
AB00023288,L02,BRD-K56301217-001-10-8,0.813427,1,DMSO,12,0.010
AB00023288,L03,BRD-K56301217-001-10-8,8.13427e-002,0.1,DMSO,12,0.001
AB00023288,L04,BRD-K77908580-001-05-4,3.764085,10,DMSO,12,0.045
AB00023288,L05,BRD-K77908580-001-05-4,0.3764085,1,DMSO,12,0.005
AB00023288,L06,BRD-K77908580-001-05-4,3.764085e-002,0.1,DMSO,12,0.000
AB00023288,L07,BRD-K07691486-001-07-2,3.544493,10,DMSO,12,0.043
AB00023288,L08,BRD-K07691486-001-07-2,0.3544493,1,DMSO,12,0.004
AB00023288,L09,BRD-K07691486-001-07-2,3.544493e-002,0.1,DMSO,12,0.000
AB00023288,L10,BRD-K69932463-001-10-6,4.655447,10,DMSO,12,0.056
AB00023288,L11,BRD-K69932463-001-10-6,0.4655447,1,DMSO,12,0.006
AB00023288,L12,BRD-K69932463-001-10-6,4.655447e-002,0.1,DMSO,12,0.001
AB00023288,L13,BRD-A03506276-001-01-5,5.036358,10,DMSO,12,0.060
AB00023288,L14,BRD-A03506276-001-01-5,0.5036358,1,DMSO,12,0.006
AB00023288,L15,BRD-A03506276-001-01-5,5.036358e-002,0.1,DMSO,12,0.001
AB00023288,L16,BRD-A12230535-001-10-9,5.8149,10,DMSO,12,0.070
AB00023288,L17,BRD-A12230535-001-10-9,0.58149,1,DMSO,12,0.007
AB00023288,L18,BRD-A12230535-001-10-9,5.8149e-002,0.1,DMSO,12,0.001
AB00023288,L19,BRD-K62858456-300-01-4,5.41457,10,DMSO,12,0.065
AB00023288,L20,BRD-K62858456-300-01-4,0.541457,1,DMSO,12,0.006
AB00023288,L21,BRD-K62858456-300-01-4,5.41457e-002,0.1,DMSO,12,0.001
AB00023288,L22,BRD-K11636097-001-01-5,3.94356,10,DMSO,12,0.047
AB00023288,L23,BRD-K11636097-001-01-5,0.394356,1,DMSO,12,0.005
AB00023288,L24,BRD-K11636097-001-01-5,3.94356e-002,0.1,DMSO,12,0.000
AB00023288,M01,BRD-A84481105-003-18-0,4.07035,10,DMSO,12,0.049
AB00023288,M02,BRD-A84481105-003-18-0,0.407035,1,DMSO,12,0.005
AB00023288,M03,BRD-A84481105-003-18-0,4.07035e-002,1.e-001,DMSO,12,0.000
AB00023288,M04,BRD-K95309561-001-24-7,2.663343,10,DMSO,12,0.032
AB00023288,M05,BRD-K95309561-001-24-7,0.2663343,1,DMSO,12,0.003
AB00023288,M06,BRD-K95309561-001-24-7,2.663343e-002,0.1,DMSO,12,0.000
AB00023288,M07,BRD-K91623615-001-05-0,3.655683421,9.84271673083654,DMSO,12,0.044
AB00023288,M08,BRD-K91623615-001-05-0,0.365568342,0.98427167281441,DMSO,12,0.004
AB00023288,M09,BRD-K91623615-001-05-0,3.6556834e-002,9.84271667429525e-002,DMSO,12,0.000
AB00023288,M10,BRD-A11990600-001-03-4,3.21158,10,DMSO,12,0.039
AB00023288,M11,BRD-A11990600-001-03-4,0.321158,1,DMSO,12,0.004
AB00023288,M12,BRD-A11990600-001-03-4,3.21158e-002,0.1,DMSO,12,0.000
AB00023288,M13,BRD-K41859756-001-09-2,4.655394402,9.99995790277728,DMSO,12,0.056
AB00023288,M14,BRD-K41859756-001-09-2,0.46553944,0.999995789848121,DMSO,12,0.006
AB00023288,M15,BRD-K41859756-001-09-2,4.6553944e-002,9.99995789848121e-002,DMSO,12,0.001
AB00023288,M16,BRD-A74980173-001-06-9,3.753941,10,DMSO,12,0.045
AB00023288,M17,BRD-A74980173-001-06-9,0.3753941,1,DMSO,12,0.005
AB00023288,M18,BRD-A74980173-001-06-9,3.753941e-002,0.1,DMSO,12,0.000
AB00023288,M19,BRD-K66175015-001-01-7,4.85938,10,DMSO,12,0.058
AB00023288,M20,BRD-K66175015-001-01-7,0.485938,1,DMSO,12,0.006
AB00023288,M21,BRD-K66175015-001-01-7,4.85938e-002,0.1,DMSO,12,0.001
AB00023288,M22,BRD-K24681473-004-01-4,4.44302,10,DMSO,12,0.053
AB00023288,M23,BRD-K24681473-004-01-4,0.444302,1,DMSO,12,0.005
AB00023288,M24,BRD-K24681473-004-01-4,4.44302e-002,0.1,DMSO,12,0.001
AB00023288,N01,BRD-K49328571-001-03-6,4.88006,10,DMSO,12,0.059
AB00023288,N02,BRD-K49328571-001-03-6,0.488006,1,DMSO,12,0.006
AB00023288,N03,BRD-K49328571-001-03-6,4.88006e-002,0.1,DMSO,12,0.001
AB00023288,N04,BRD-A48237631-001-04-8,3.343272,10,DMSO,12,0.040
AB00023288,N05,BRD-A48237631-001-04-8,0.3343272,1,DMSO,12,0.004
AB00023288,N06,BRD-A48237631-001-04-8,3.343272e-002,0.1,DMSO,12,0.000
