compound_plate_barcode,well_position,broad_sample,mg_per_ml,mmoles_per_liter,solvent,volume_ul,amount_mg
AB00022422,C03,BRD-K99964838-001-06-9,5.30446e-002,1.e-001,DMSO,10,0.001
AB00022422,C04,BRD-K95901403-001-03-7,4.48521,10,DMSO,10,0.045
AB00022422,C05,BRD-K95901403-001-03-7,0.448521,1,DMSO,10,0.004
AB00022422,C06,BRD-K95901403-001-03-7,4.48521e-002,1.e-001,DMSO,10,0.000
AB00022422,C07,BRD-K03449891-001-06-0,6.326538,10,DMSO,10,0.063
AB00022422,C08,BRD-K03449891-001-06-0,0.6326538,1,DMSO,10,0.006
AB00022422,C09,BRD-K03449891-001-06-0,6.326538e-002,1.e-001,DMSO,10,0.001
AB00022422,C10,BRD-K93034159-001-23-3,2.85687,10,DMSO,10,0.029
AB00022422,C11,BRD-K93034159-001-23-3,0.285687,1,DMSO,10,0.003
AB00022422,C12,BRD-K93034159-001-23-3,2.85687e-002,1.e-001,DMSO,10,0.000
AB00022422,C13,BRD-K05804044-001-12-8,4.515197,10,DMSO,10,0.045
AB00022422,C14,BRD-K05804044-001-12-8,0.4515197,1,DMSO,10,0.005
AB00022422,C15,BRD-K05804044-001-12-8,4.515197e-002,1.e-001,DMSO,10,0.000
AB00022422,C16,BRD-K88510285-001-18-6,3.84237,10,DMSO,10,0.038
AB00022422,C17,BRD-K88510285-001-18-6,0.384237,1,DMSO,10,0.004
AB00022422,C18,BRD-K88510285-001-18-6,3.84237e-002,1.e-001,DMSO,10,0.000
AB00022422,C19,BRD-A58280226-001-04-6,2.47,9.98641524080603,DMSO,10,0.025
AB00022422,C20,BRD-A58280226-001-04-6,0.247,0.998641524080603,DMSO,10,0.002
AB00022422,C21,BRD-A58280226-001-04-6,2.47e-002,9.98641524080603e-002,DMSO,10,0.000
AB00022422,C22,BRD-K76205745-237-15-7,4.621,10.0019696585997,DMSO,10,0.046
AB00022422,C23,BRD-K76205745-237-15-7,0.4621,1.00019696585997,DMSO,10,0.005
AB00022422,C24,BRD-K76205745-237-15-7,4.621e-002,0.100019696585997,DMSO,10,0.000
AB00022422,D01,BRD-K78485176-001-05-2,5.585851,10,DMSO,10,0.056
AB00022422,D02,BRD-K78485176-001-05-2,0.5585851,1,DMSO,10,0.006
AB00022422,D03,BRD-K78485176-001-05-2,5.585851e-002,1.e-001,DMSO,10,0.001
AB00022422,D04,BRD-K72414522-001-04-2,3.71457,10,DMSO,10,0.037
AB00022422,D05,BRD-K72414522-001-04-2,0.371457,1,DMSO,10,0.004
AB00022422,D06,BRD-K72414522-001-04-2,3.71457e-002,1.e-001,DMSO,10,0.000
AB00022422,D07,BRD-K52751261-001-04-6,3.99508,10,DMSO,10,0.040
AB00022422,D08,BRD-K52751261-001-04-6,0.399508,1,DMSO,10,0.004
AB00022422,D09,BRD-K52751261-001-04-6,3.99508e-002,0.1,DMSO,10,0.000
AB00022422,D10,BRD-K92723993-001-12-5,4.936027,10,DMSO,10,0.049
AB00022422,D11,BRD-K92723993-001-12-5,0.4936027,1,DMSO,10,0.005
AB00022422,D12,BRD-K92723993-001-12-5,4.936027e-002,1.e-001,DMSO,10,0.000
AB00022422,D13,BRD-K09951645-001-11-8,5.19562,10,DMSO,10,0.052
AB00022422,D14,BRD-K09951645-001-11-8,0.519562,1,DMSO,10,0.005
AB00022422,D15,BRD-K09951645-001-11-8,5.19562e-002,1.e-001,DMSO,10,0.001
AB00022422,D16,BRD-K60866521-001-06-3,4.15423,10,DMSO,10,0.042
AB00022422,D17,BRD-K60866521-001-06-3,0.415423,1,DMSO,10,0.004
AB00022422,D18,BRD-K60866521-001-06-3,4.15423e-002,1.e-001,DMSO,10,0.000
AB00022422,D19,BRD-A78723049-001-01-2,5.75619,10,DMSO,10,0.058
AB00022422,D20,BRD-A78723049-001-01-2,0.575619,1,DMSO,10,0.006
AB00022422,D21,BRD-A78723049-001-01-2,5.75619e-002,1.e-001,DMSO,10,0.001
AB00022422,D22,BRD-K61397605-001-03-4,5.40696,10,DMSO,10,0.054
AB00022422,D23,BRD-K61397605-001-03-4,0.540696,1,DMSO,10,0.005
AB00022422,D24,BRD-K61397605-001-03-4,5.40696e-002,1.e-001,DMSO,10,0.001
AB00022422,E01,BRD-A79768653-001-13-8,9.141719,10,DMSO,10,0.091
AB00022422,E02,BRD-A79768653-001-13-8,0.9141719,1,DMSO,10,0.009
AB00022422,E03,BRD-A79768653-001-13-8,9.141719e-002,1.e-001,DMSO,10,0.001
AB00022422,E04,BRD-K84683831-001-01-0,4.384548,10,DMSO,10,0.044
AB00022422,E05,BRD-K84683831-001-01-0,0.4384548,1,DMSO,10,0.004
AB00022422,E06,BRD-K84683831-001-01-0,4.384548e-002,0.1,DMSO,10,0.000
AB00022422,E07,BRD-K83837640-001-04-8,3.944701,10,DMSO,10,0.039
AB00022422,E08,BRD-K83837640-001-04-8,0.3944701,1,DMSO,10,0.004
AB00022422,E09,BRD-K83837640-001-04-8,3.944701e-002,1.e-001,DMSO,10,0.000
AB00022422,E10,BRD-K17894950-001-13-5,2.622628,10,DMSO,10,0.026
AB00022422,E11,BRD-K17894950-001-13-5,0.2622628,1,DMSO,10,0.003
AB00022422,E12,BRD-K17894950-001-13-5,2.622628e-002,1.e-001,DMSO,10,0.000
AB00022422,E13,BRD-K84091759-001-05-5,4.40454,10,DMSO,10,0.044
AB00022422,E14,BRD-K84091759-001-05-5,0.440454,1,DMSO,10,0.004
AB00022422,E15,BRD-K84091759-001-05-5,4.40454e-002,1.e-001,DMSO,10,0.000
AB00022422,E16,BRD-K08832567-001-10-7,2.722528,10,DMSO,10,0.027
AB00022422,E17,BRD-K08832567-001-10-7,0.2722528,1,DMSO,10,0.003
AB00022422,E18,BRD-K08832567-001-10-7,2.722528e-002,0.1,DMSO,10,0.000
AB00022422,E19,BRD-K28731095-001-01-7,2.0831825,5,DMSO,10,0.021
AB00022422,E20,BRD-K28731095-001-01-7,0.20831825,0.5,DMSO,10,0.002
AB00022422,E21,BRD-K28731095-001-01-7,2.0831825e-002,5.e-002,DMSO,10,0.000
AB00022422,E22,BRD-K33732501-004-01-0,4.37347,10,DMSO,10,0.044
AB00022422,E23,BRD-K33732501-004-01-0,0.437347,1,DMSO,10,0.004
AB00022422,E24,BRD-K33732501-004-01-0,4.37347e-002,1.e-001,DMSO,10,0.000
AB00022422,F01,BRD-K87909389-001-03-8,4.0184,10,DMSO,10,0.040
AB00022422,F02,BRD-K87909389-001-03-8,0.40184,1,DMSO,10,0.004
AB00022422,F03,BRD-K87909389-001-03-8,4.0184e-002,1.e-001,DMSO,10,0.000
AB00022422,F04,BRD-K85751432-001-03-3,5.72337,10,DMSO,10,0.057
AB00022422,F05,BRD-K85751432-001-03-3,0.572337,1,DMSO,10,0.006
AB00022422,F06,BRD-K85751432-001-03-3,5.72337e-002,1.e-001,DMSO,10,0.001
AB00022422,F07,BRD-K84163249-001-02-7,4.286472,10,DMSO,10,0.043
AB00022422,F08,BRD-K84163249-001-02-7,0.4286472,1,DMSO,10,0.004
AB00022422,F09,BRD-K84163249-001-02-7,4.286472e-002,1.e-001,DMSO,10,0.000
AB00022422,F10,BRD-K13390322-001-04-8,3.82244,10,DMSO,10,0.038
AB00022422,F11,BRD-K13390322-001-04-8,0.382244,1,DMSO,10,0.004
AB00022422,F12,BRD-K13390322-001-04-8,3.82244e-002,1.e-001,DMSO,10,0.000
AB00022422,F13,BRD-K64800655-001-02-5,3.614817,10,DMSO,10,0.036
AB00022422,F14,BRD-K64800655-001-02-5,0.3614817,1,DMSO,10,0.004
AB00022422,F15,BRD-K64800655-001-02-5,3.614817e-002,1.e-001,DMSO,10,0.000
AB00022422,F16,BRD-K49807096-003-13-0,4.6095,10,DMSO,10,0.046
AB00022422,F17,BRD-K49807096-003-13-0,0.46095,1,DMSO,10,0.005
AB00022422,F18,BRD-K49807096-003-13-0,4.6095e-002,1.e-001,DMSO,10,0.000
AB00022422,F19,BRD-A27376179-001-01-3,2.197313,5,DMSO,10,0.022
AB00022422,F20,BRD-A27376179-001-01-3,0.2197313,0.5,DMSO,10,0.002
AB00022422,F21,BRD-A27376179-001-01-3,2.197313e-002,5.e-002,DMSO,10,0.000
AB00022422,F22,BRD-K76197012-001-01-2,4.756191,10,DMSO,10,0.048
AB00022422,F23,BRD-K76197012-001-01-2,0.4756191,1,DMSO,10,0.005
AB00022422,F24,BRD-K76197012-001-01-2,4.756191e-002,1.e-001,DMSO,10,0.000
AB00022422,G01,BRD-K81528515-001-06-2,5.295158,10,DMSO,10,0.053
AB00022422,G02,BRD-K81528515-001-06-2,0.5295158,1,DMSO,10,0.005
AB00022422,G03,BRD-K81528515-001-06-2,5.295158e-002,1.e-001,DMSO,10,0.001
AB00022422,G04,BRD-K51544265-044-03-4,6.355931,10,DMSO,10,0.064
AB00022422,G05,BRD-K51544265-044-03-4,0.6355931,1,DMSO,10,0.006
AB00022422,G06,BRD-K51544265-044-03-4,6.355931e-002,1.e-001,DMSO,10,0.001
AB00022422,G07,BRD-K78659596-001-04-7,3.61029,10,DMSO,10,0.036
AB00022422,G08,BRD-K78659596-001-04-7,0.361029,1,DMSO,10,0.004
AB00022422,G09,BRD-K78659596-001-04-7,3.61029e-002,1.e-001,DMSO,10,0.000
AB00022422,G10,BRD-K77625799-001-07-7,4.75354,10,DMSO,10,0.048
AB00022422,G11,BRD-K77625799-001-07-7,0.475354,1,DMSO,10,0.005
AB00022422,G12,BRD-K77625799-001-07-7,4.75354e-002,1.e-001,DMSO,10,0.000
AB00022422,G13,,,,DMSO,10,0.000
AB00022422,G14,,,,DMSO,10,0.000
AB00022422,G15,,,,DMSO,10,0.000
AB00022422,G16,,,,DMSO,10,0.000
AB00022422,G17,,,,DMSO,10,0.000
AB00022422,G18,,,,DMSO,10,0.000
AB00022422,G19,BRD-K41410256-304-02-2,4.03297,10,DMSO,10,0.040
AB00022422,G20,BRD-K41410256-304-02-2,0.403297,1,DMSO,10,0.004
AB00022422,G21,BRD-K41410256-304-02-2,4.03297e-002,1.e-001,DMSO,10,0.000
AB00022422,G22,BRD-K12184916-001-01-4,4.6953652,10,DMSO,10,0.047
AB00022422,G23,BRD-K12184916-001-01-4,0.46953652,1,DMSO,10,0.005
AB00022422,G24,BRD-K12184916-001-01-4,4.6953652e-002,1.e-001,DMSO,10,0.000
AB00022422,H01,BRD-A81513827-001-03-6,3.1541,10,DMSO,10,0.032
AB00022422,H02,BRD-A81513827-001-03-6,0.31541,1,DMSO,10,0.003
AB00022422,H03,BRD-A81513827-001-03-6,3.1541e-002,1.e-001,DMSO,10,0.000
AB00022422,H04,BRD-K66404838-310-01-1,4.29935,10,DMSO,10,0.043
AB00022422,H05,BRD-K66404838-310-01-1,0.429935,1,DMSO,10,0.004
AB00022422,H06,BRD-K66404838-310-01-1,4.29935e-002,1.e-001,DMSO,10,0.000
AB00022422,H07,BRD-K07691486-001-10-6,3.544493,10,DMSO,10,0.035
AB00022422,H08,BRD-K07691486-001-10-6,0.3544493,1,DMSO,10,0.004
AB00022422,H09,BRD-K07691486-001-10-6,3.544493e-002,1.e-001,DMSO,10,0.000
AB00022422,H10,BRD-K73999723-001-10-5,5.146169,10,DMSO,10,0.051
AB00022422,H11,BRD-K73999723-001-10-5,0.5146169,1,DMSO,10,0.005
AB00022422,H12,BRD-K73999723-001-10-5,5.146169e-002,1.e-001,DMSO,10,0.001
AB00022422,H13,BRD-K70511574-001-01-0,4.2447,10,DMSO,10,0.042
AB00022422,H14,BRD-K70511574-001-01-0,0.42447,1,DMSO,10,0.004
AB00022422,H15,BRD-K70511574-001-01-0,4.2447e-002,1.e-001,DMSO,10,0.000
AB00022422,H16,BRD-K12867552-001-04-7,3.974244,10,DMSO,10,0.040
AB00022422,H17,BRD-K12867552-001-04-7,0.3974244,1,DMSO,10,0.004
AB00022422,H18,BRD-K12867552-001-04-7,3.974244e-002,1.e-001,DMSO,10,0.000
AB00022422,H19,BRD-K93754473-001-06-0,3.7151456,10,DMSO,10,0.037
AB00022422,H20,BRD-K93754473-001-06-0,0.37151456,1,DMSO,10,0.004
AB00022422,H21,BRD-K93754473-001-06-0,3.7151456e-002,1.e-001,DMSO,10,0.000
AB00022422,H22,BRD-K29950728-048-18-2,5.98083,10,DMSO,10,0.060
AB00022422,H23,BRD-K29950728-048-18-2,0.598083,1,DMSO,10,0.006
AB00022422,H24,BRD-K29950728-048-18-2,5.98083e-002,0.1,DMSO,10,0.001
AB00022422,I01,BRD-K69726595-001-01-2,3.994139,10,DMSO,10,0.040
AB00022422,I02,BRD-K69726595-001-01-2,0.3994139,1,DMSO,10,0.004
AB00022422,I03,BRD-K69726595-001-01-2,3.994139e-002,1.e-001,DMSO,10,0.000
AB00022422,I04,BRD-A78195072-001-06-2,1.11102,10,DMSO,10,0.011
AB00022422,I05,BRD-A78195072-001-06-2,0.111102,1,DMSO,10,0.001
AB00022422,I06,BRD-A78195072-001-06-2,1.11102e-002,1.e-001,DMSO,10,0.000
AB00022422,I07,BRD-K66538826-001-05-6,4.4751,10,DMSO,10,0.045
AB00022422,I08,BRD-K66538826-001-05-6,0.44751,1,DMSO,10,0.004
AB00022422,I09,BRD-K66538826-001-05-6,4.4751e-002,1.e-001,DMSO,10,0.000
AB00022422,I10,BRD-K09078998-001-01-4,9.902061,10,DMSO,10,0.099
AB00022422,I11,BRD-K09078998-001-01-4,0.9902061,1,DMSO,10,0.010
AB00022422,I12,BRD-K09078998-001-01-4,9.902061e-002,1.e-001,DMSO,10,0.001
AB00022422,I13,BRD-K56957086-001-05-5,3.794522,10,DMSO,10,0.038
AB00022422,I14,BRD-K56957086-001-05-5,0.3794522,1,DMSO,10,0.004
AB00022422,I15,BRD-K56957086-001-05-5,3.794522e-002,1.e-001,DMSO,10,0.000
AB00022422,I16,BRD-K56343971-001-12-2,4.89922,10,DMSO,10,0.049
AB00022422,I17,BRD-K56343971-001-12-2,0.489922,1,DMSO,10,0.005
AB00022422,I18,BRD-K56343971-001-12-2,4.89922e-002,1.e-001,DMSO,10,0.000
AB00022422,I19,BRD-A87130939-001-07-9,3.023649,10,DMSO,10,0.030
AB00022422,I20,BRD-A87130939-001-07-9,0.3023649,1,DMSO,10,0.003
AB00022422,I21,BRD-A87130939-001-07-9,3.023649e-002,1.e-001,DMSO,10,0.000
AB00022422,I22,BRD-K48068743-001-01-6,4.26578,10,DMSO,10,0.043
AB00022422,I23,BRD-K48068743-001-01-6,0.426578,1,DMSO,10,0.004
AB00022422,I24,BRD-K48068743-001-01-6,4.26578e-002,1.e-001,DMSO,10,0.000
AB00022422,J01,BRD-K68870568-066-01-5,6.58694,10,DMSO,10,0.066
AB00022422,J02,BRD-K68870568-066-01-5,0.658694,1,DMSO,10,0.007
AB00022422,J03,BRD-K68870568-066-01-5,6.58694e-002,0.1,DMSO,10,0.001
AB00022422,J04,BRD-K68065987-300-02-6,4.80389,10,DMSO,10,0.048
AB00022422,J05,BRD-K68065987-300-02-6,0.480389,1,DMSO,10,0.005
AB00022422,J06,BRD-K68065987-300-02-6,4.80389e-002,1.e-001,DMSO,10,0.000
AB00022422,J07,BRD-K59325863-001-03-6,4.059648761,9.82311720041135,DMSO,10,0.041
AB00022422,J08,BRD-K59325863-001-03-6,0.405964876,0.982311719799165,DMSO,10,0.004
AB00022422,J09,BRD-K59325863-001-03-6,4.0596488e-002,9.82311729477951e-002,DMSO,10,0.000
AB00022422,J10,BRD-K57080016-001-19-1,4.57681,10,DMSO,10,0.046
AB00022422,J11,BRD-K57080016-001-19-1,0.457681,1,DMSO,10,0.005
AB00022422,J12,BRD-K57080016-001-19-1,4.57681e-002,1.e-001,DMSO,10,0.000
AB00022422,J13,BRD-K49865102-001-01-9,4.82193,10,DMSO,10,0.048
AB00022422,J14,BRD-K49865102-001-01-9,0.482193,1,DMSO,10,0.005
AB00022422,J15,BRD-K49865102-001-01-9,4.82193e-002,1.e-001,DMSO,10,0.000
AB00022422,J16,BRD-A03249105-001-01-9,6.06771,10,DMSO,10,0.061
AB00022422,J17,BRD-A03249105-001-01-9,0.606771,1,DMSO,10,0.006
AB00022422,J18,BRD-A03249105-001-01-9,6.06771e-002,1.e-001,DMSO,10,0.001
AB00022422,J19,BRD-K41260949-001-01-8,1.4421144,10,DMSO,10,0.014
AB00022422,J20,BRD-K41260949-001-01-8,0.14421144,1,DMSO,10,0.001
AB00022422,J21,BRD-K41260949-001-01-8,1.4421144e-002,1.e-001,DMSO,10,0.000
AB00022422,J22,BRD-K73237276-001-01-0,4.166365,10,DMSO,10,0.042
AB00022422,J23,BRD-K73237276-001-01-0,0.4166365,1,DMSO,10,0.004
AB00022422,J24,BRD-K73237276-001-01-0,4.166365e-002,1.e-001,DMSO,10,0.000
AB00022422,K01,BRD-K13154216-001-02-1,9.582244,10,DMSO,10,0.096
AB00022422,K02,BRD-K13154216-001-02-1,0.9582244,1,DMSO,10,0.010
AB00022422,K03,BRD-K13154216-001-02-1,9.582244e-002,1.e-001,DMSO,10,0.001
AB00022422,K04,BRD-K53517854-050-16-4,4.344068,10,DMSO,10,0.043
AB00022422,K05,BRD-K53517854-050-16-4,0.4344068,1,DMSO,10,0.004
AB00022422,K06,BRD-K53517854-050-16-4,4.344068e-002,1.e-001,DMSO,10,0.000
AB00022422,K07,,,,DMSO,10,0.000
AB00022422,K08,,,,DMSO,10,0.000
AB00022422,K09,,,,DMSO,10,0.000
AB00022422,K10,,,,DMSO,10,0.000
AB00022422,K11,,,,DMSO,10,0.000
AB00022422,K12,,,,DMSO,10,0.000
AB00022422,K13,BRD-K13662825-001-02-6,3.96486,10,DMSO,10,0.040
AB00022422,K14,BRD-K13662825-001-02-6,0.396486,1,DMSO,10,0.004
AB00022422,K15,BRD-K13662825-001-02-6,3.96486e-002,1.e-001,DMSO,10,0.000
AB00022422,K16,BRD-K45542189-048-15-5,3.914168,10,DMSO,10,0.039
AB00022422,K17,BRD-K45542189-048-15-5,0.3914168,1,DMSO,10,0.004
AB00022422,K18,BRD-K45542189-048-15-5,3.914168e-002,1.e-001,DMSO,10,0.000
AB00022422,K19,BRD-K05619559-001-12-7,4.675145,10,DMSO,10,0.047
AB00022422,K20,BRD-K05619559-001-12-7,0.4675145,1,DMSO,10,0.005
AB00022422,K21,BRD-K05619559-001-12-7,4.675145e-002,1.e-001,DMSO,10,0.000
AB00022422,K22,BRD-A06935312-001-03-5,5.167092,10,DMSO,10,0.052
AB00022422,K23,BRD-A06935312-001-03-5,0.5167092,1,DMSO,10,0.005
AB00022422,K24,BRD-A06935312-001-03-5,5.167092e-002,1.e-001,DMSO,10,0.001
AB00022422,L01,BRD-K56195681-001-01-0,3.834591,10,DMSO,10,0.038
AB00022422,L02,BRD-K56195681-001-01-0,0.3834591,1,DMSO,10,0.004
AB00022422,L03,BRD-K56195681-001-01-0,3.834591e-002,1.e-001,DMSO,10,0.000
AB00022422,L04,BRD-K42417338-045-01-9,4.775473,10,DMSO,10,0.048
AB00022422,L05,BRD-K42417338-045-01-9,0.4775473,1,DMSO,10,0.005
AB00022422,L06,BRD-K42417338-045-01-9,4.775473e-002,1.e-001,DMSO,10,0.000
AB00022422,L07,BRD-A08545410-311-03-4,4.98911,10,DMSO,10,0.050
AB00022422,L08,BRD-A08545410-311-03-4,0.498911,1,DMSO,10,0.005
AB00022422,L09,BRD-A08545410-311-03-4,4.98911e-002,1.e-001,DMSO,10,0.000
AB00022422,L10,BRD-K49328571-001-27-5,4.88006,10,DMSO,10,0.049
AB00022422,L11,BRD-K49328571-001-27-5,0.488006,1,DMSO,10,0.005
AB00022422,L12,BRD-K49328571-001-27-5,4.88006e-002,1.e-001,DMSO,10,0.000
AB00022422,L13,BRD-K47554101-001-01-2,3.943974,10,DMSO,10,0.039
AB00022422,L14,BRD-K47554101-001-01-2,0.3943974,1,DMSO,10,0.004
AB00022422,L15,BRD-K47554101-001-01-2,3.943974e-002,1.e-001,DMSO,10,0.000
AB00022422,L16,BRD-K44844162-001-01-6,4.605315,10,DMSO,10,0.046
AB00022422,L17,BRD-K44844162-001-01-6,0.4605315,1,DMSO,10,0.005
AB00022422,L18,BRD-K44844162-001-01-6,4.605315e-002,1.e-001,DMSO,10,0.000
AB00022422,L19,BRD-A25619068-003-03-4,1.29867,5,DMSO,10,0.013
AB00022422,L20,BRD-A25619068-003-03-4,0.129867,0.5,DMSO,10,0.001
AB00022422,L21,BRD-A25619068-003-03-4,1.29867e-002,5.e-002,DMSO,10,0.000
AB00022422,L22,BRD-K07857022-002-01-1,4.425479,10,DMSO,10,0.044
AB00022422,L23,BRD-K07857022-002-01-1,0.4425479,1,DMSO,10,0.004
AB00022422,L24,BRD-K07857022-002-01-1,4.425479e-002,1.e-001,DMSO,10,0.000
AB00022422,M01,BRD-K35189033-001-30-3,3.124458,10,DMSO,10,0.031
AB00022422,M02,BRD-K35189033-001-30-3,0.3124458,1,DMSO,10,0.003
AB00022422,M03,BRD-K35189033-001-30-3,3.124458e-002,1.e-001,DMSO,10,0.000
AB00022422,M04,BRD-K11717138-001-16-2,4.24083,10,DMSO,10,0.042
AB00022422,M05,BRD-K11717138-001-16-2,0.424083,1,DMSO,10,0.004
AB00022422,M06,BRD-K11717138-001-16-2,4.24083e-002,1.e-001,DMSO,10,0.000
AB00022422,M07,BRD-K34022604-001-04-1,3.03677,10,DMSO,10,0.030
AB00022422,M08,BRD-K34022604-001-04-1,0.303677,1,DMSO,10,0.003
AB00022422,M09,BRD-K34022604-001-04-1,3.03677e-002,1.e-001,DMSO,10,0.000
AB00022422,M10,BRD-K28822270-001-03-7,3.655683421,10.462596187805,DMSO,10,0.037
AB00022422,M11,BRD-K28822270-001-03-7,0.365568342,1.0462596184943,DMSO,10,0.004
AB00022422,M12,BRD-K28822270-001-03-7,3.6556834e-002,0.104625961277028,DMSO,10,0.000
AB00022422,M13,BRD-K17743125-001-07-6,3.18348,10,DMSO,10,0.032
AB00022422,M14,BRD-K17743125-001-07-6,0.318348,1,DMSO,10,0.003
AB00022422,M15,BRD-K17743125-001-07-6,3.18348e-002,1.e-001,DMSO,10,0.000
AB00022422,M16,BRD-A31159102-003-13-0,3.457870696,10,DMSO,10,0.035
AB00022422,M17,BRD-A31159102-003-13-0,0.34578707,1.00000000115678,DMSO,10,0.003
AB00022422,M18,BRD-A31159102-003-13-0,3.4578707e-002,0.100000000115678,DMSO,10,0.000
AB00022422,M19,BRD-K77908580-001-05-4,3.764085,10,DMSO,10,0.038
AB00022422,M20,BRD-K77908580-001-05-4,0.3764085,1,DMSO,10,0.004
AB00022422,M21,BRD-K77908580-001-05-4,3.764085e-002,1.e-001,DMSO,10,0.000
AB00022422,M22,BRD-K74065929-001-08-0,5.294018927,10.0330648894775,DMSO,10,0.053
AB00022422,M23,BRD-K74065929-001-08-0,0.529401893,1.0033064895163,DMSO,10,0.005
AB00022422,M24,BRD-K74065929-001-08-0,5.2940189e-002,0.100330648383079,DMSO,10,0.001
AB00022422,N01,BRD-K36280065-001-01-1,3.123696,10,DMSO,10,0.031
AB00022422,N02,BRD-K36280065-001-01-1,0.3123696,1,DMSO,10,0.003
AB00022422,N03,BRD-K36280065-001-01-1,3.123696e-002,1.e-001,DMSO,10,0.000
AB00022422,N04,BRD-K37991163-050-05-1,4.454375632,10,DMSO,10,0.045
AB00022422,N05,BRD-K37991163-050-05-1,0.445437563,0.999999999551003,DMSO,10,0.004
AB00022422,N06,BRD-K37991163-050-05-1,4.4543756e-002,9.99999992816053e-002,DMSO,10,0.000
