compound_plate_barcode,well_position,broad_sample,mg_per_ml,mmoles_per_liter,solvent,volume_ul,amount_mg
AB00023158,B10,BRD-M72045552-001-02-9,5.9339148e-002,0.370370369445691,DMSO,8,0.000
AB00023158,B11,BRD-K56411643-001-02-6,0.489862222,1.11111111060706,DMSO,8,0.004
AB00023158,B12,BRD-K56411643-001-02-6,0.163287407,0.370370369446284,DMSO,8,0.001
AB00023158,B13,BRD-K97006656-001-01-1,0.370426444,1.11111110977798,DMSO,8,0.003
AB00023158,B14,BRD-K97006656-001-01-1,0.123475481,0.370370368926145,DMSO,8,0.001
AB00023158,B15,BRD-K19875720-001-01-6,0.344782333,1.1111111100369,DMSO,8,0.003
AB00023158,B16,BRD-K19875720-001-01-6,0.114927444,0.370370368938084,DMSO,8,0.001
AB00023158,B17,BRD-K74995143-001-01-3,0.342590222,1.11111111039039,DMSO,8,0.003
AB00023158,B18,BRD-K74995143-001-01-3,0.114196741,0.370370371211217,DMSO,8,0.001
AB00023158,B19,BRD-A52518985-001-01-2,0.398262556,1.11111111235106,DMSO,8,0.003
AB00023158,B20,BRD-A52518985-001-01-2,0.132754185,0.370370369853723,DMSO,8,0.001
AB00023158,B21,BRD-K89475669-001-02-1,0.614018889,1.11111111131217,DMSO,8,0.005
AB00023158,B22,BRD-K89475669-001-02-1,0.204672963,0.370370370437392,DMSO,8,0.002
AB00023158,B23,,,,,0,0.000
AB00023158,B24,,,,DMSO,8,0.000
AB00023158,C01,,,,,0,0.000
AB00023158,C02,,,,DMSO,8,0.000
AB00023158,C03,BRD-K23684100-001-05-7,4.73969,10,DMSO,8,0.038
AB00023158,C04,BRD-K23684100-001-05-7,1.579896667,3.33333333403661,DMSO,8,0.013
AB00023158,C05,BRD-M66781690-001-01-2,2.582726,10,DMSO,8,0.021
AB00023158,C06,BRD-M66781690-001-01-2,0.860908667,3.33333333462396,DMSO,8,0.007
AB00023158,C07,BRD-K55273525-001-01-6,5.25230307,9.89898803199986,DMSO,8,0.042
AB00023158,C08,BRD-K55273525-001-01-6,1.75076769,3.29966267733329,DMSO,8,0.014
AB00023158,C09,BRD-M88804565-001-01-8,2.67119,10,DMSO,8,0.021
AB00023158,C10,BRD-M88804565-001-01-8,0.890396667,3.33333333458122,DMSO,8,0.007
AB00023158,C11,BRD-M23109796-001-01-1,1.461891,10,DMSO,8,0.012
AB00023158,C12,BRD-M23109796-001-01-1,0.487297,3.33333333333333,DMSO,8,0.004
AB00023158,C13,BRD-M81170892-001-01-5,3.15,10.0816420978649,DMSO,8,0.025
AB00023158,C14,BRD-M81170892-001-01-5,1.05,3.36054736595497,DMSO,8,0.008
AB00023158,C15,BRD-M45659198-001-01-3,4.3886,10,DMSO,8,0.035
AB00023158,C16,BRD-M45659198-001-01-3,1.462866667,3.33333333409288,DMSO,8,0.012
AB00023158,C17,BRD-K13218245-001-01-1,3.51399,10,DMSO,8,0.028
AB00023158,C18,BRD-K13218245-001-01-1,1.17133,3.33333333333333,DMSO,8,0.009
AB00023158,C19,BRD-K72827552-001-02-2,7.1162622,10,DMSO,8,0.057
AB00023158,C20,BRD-K72827552-001-02-2,2.3720874,3.33333333333333,DMSO,8,0.019
AB00023158,C21,BRD-M62752003-001-01-9,4.62334,10,DMSO,8,0.037
AB00023158,C22,BRD-M62752003-001-01-9,1.541113333,3.33333333261235,DMSO,8,0.012
AB00023158,C23,,,,,0,0.000
AB00023158,C24,,,,DMSO,8,0.000
AB00023158,D01,,,,,0,0.000
AB00023158,D02,,,,DMSO,8,0.000
AB00023158,D03,BRD-K23684100-001-05-7,0.526632222,1.11111111064226,DMSO,8,0.004
AB00023158,D04,BRD-K23684100-001-05-7,0.175544074,0.370370370214086,DMSO,8,0.001
AB00023158,D05,BRD-M66781690-001-01-2,0.286969556,1.11111111283195,DMSO,8,0.002
AB00023158,D06,BRD-M66781690-001-01-2,9.5656519e-002,0.370370372234608,DMSO,8,0.001
AB00023158,D07,BRD-K55273525-001-01-6,0.58358923,1.0998875591111,DMSO,8,0.005
AB00023158,D08,BRD-K55273525-001-01-6,0.194529743,0.366629185742133,DMSO,8,0.002
AB00023158,D09,BRD-M88804565-001-01-8,0.296798889,1.11111111152707,DMSO,8,0.002
AB00023158,D10,BRD-M88804565-001-01-8,9.8932963e-002,0.370370370509024,DMSO,8,0.001
AB00023158,D11,BRD-M23109796-001-01-1,0.162432333,1.11111110883096,DMSO,8,0.001
AB00023158,D12,BRD-M23109796-001-01-1,5.4144111e-002,0.37037036961032,DMSO,8,0.000
AB00023158,D13,BRD-M81170892-001-01-5,0.35,1.12018245531832,DMSO,8,0.003
AB00023158,D14,BRD-M81170892-001-01-5,0.116666667,0.373394152839615,DMSO,8,0.001
AB00023158,D15,BRD-M45659198-001-01-3,0.487622222,1.11111111060475,DMSO,8,0.004
AB00023158,D16,BRD-M45659198-001-01-3,0.162540741,0.370370370961127,DMSO,8,0.001
AB00023158,D17,BRD-K13218245-001-01-1,0.390443333,1.11111111016252,DMSO,8,0.003
AB00023158,D18,BRD-K13218245-001-01-1,0.130147778,0.370370371002763,DMSO,8,0.001
AB00023158,D19,BRD-K72827552-001-02-2,0.7906958,1.11111111111111,DMSO,8,0.006
AB00023158,D20,BRD-K72827552-001-02-2,0.263565267,0.370370370838781,DMSO,8,0.002
AB00023158,D21,BRD-M62752003-001-01-9,0.513704444,1.11111111014981,DMSO,8,0.004
AB00023158,D22,BRD-M62752003-001-01-9,0.171234815,0.370370370770915,DMSO,8,0.001
AB00023158,D23,,,,,0,0.000
AB00023158,D24,,,,DMSO,8,0.000
AB00023158,E01,,,,,0,0.000
AB00023158,E02,,,,DMSO,8,0.000
AB00023158,E03,BRD-K30984264-003-06-8,2.48708,10,DMSO,8,0.020
AB00023158,E04,BRD-K30984264-003-06-8,0.829026667,3.33333333467359,DMSO,8,0.007
AB00023158,E05,BRD-K77908580-001-08-8,3.764085,10,DMSO,8,0.030
AB00023158,E06,BRD-K77908580-001-08-8,1.254695,3.33333333333333,DMSO,8,0.010
AB00023158,E07,BRD-K40075475-001-02-1,3.314109,10,DMSO,8,0.027
AB00023158,E08,BRD-K40075475-001-02-1,1.104703,3.33333333333333,DMSO,8,0.009
AB00023158,E09,BRD-A56592690-001-01-9,1.88314,10,DMSO,8,0.015
AB00023158,E10,BRD-A56592690-001-01-9,0.627713333,3.33333333156324,DMSO,8,0.005
AB00023158,E11,BRD-K15107389-001-02-8,3.65404,9.97249270561355,DMSO,8,0.029
AB00023158,E12,BRD-K15107389-001-02-8,1.218013333,3.32416423429479,DMSO,8,0.010
AB00023158,E13,BRD-M07419510-001-01-9,3.01133,10,DMSO,8,0.024
AB00023158,E14,BRD-M07419510-001-01-9,1.003776667,3.33333333444026,DMSO,8,0.008
AB00023158,E15,BRD-K67262074-001-01-0,4.815424,10,DMSO,8,0.039
AB00023158,E16,BRD-K67262074-001-01-0,1.605141333,3.33333333264111,DMSO,8,0.013
AB00023158,E17,BRD-K32349359-001-01-3,5.08414,10,DMSO,8,0.041
AB00023158,E18,BRD-K32349359-001-01-3,1.694713333,3.3333333326777,DMSO,8,0.014
AB00023158,E19,BRD-K64117221-001-01-1,4.61472,10,DMSO,8,0.037
AB00023158,E20,BRD-K64117221-001-01-1,1.53824,3.33333333333333,DMSO,8,0.012
AB00023158,E21,BRD-K26975650-001-02-7,4.365185,10,DMSO,8,0.035
AB00023158,E22,BRD-K26975650-001-02-7,1.455061667,3.33333333409695,DMSO,8,0.012
AB00023158,E23,,,,,0,0.000
AB00023158,E24,,,,DMSO,8,0.000
AB00023158,F01,,,,,0,0.000
AB00023158,F02,,,,DMSO,8,0.000
AB00023158,F03,BRD-K30984264-003-06-8,0.276342222,1.1111111102176,DMSO,8,0.002
AB00023158,F04,BRD-K30984264-003-06-8,9.2114074e-002,0.370370370072535,DMSO,8,0.001
AB00023158,F05,BRD-K77908580-001-08-8,0.418231667,1.11111111199667,DMSO,8,0.003
AB00023158,F06,BRD-K77908580-001-08-8,0.139410556,0.370370371551121,DMSO,8,0.001
AB00023158,F07,BRD-K40075475-001-02-1,0.368234333,1.11111111010531,DMSO,8,0.003
AB00023158,F08,BRD-K40075475-001-02-1,0.122744778,0.370370371040904,DMSO,8,0.001
AB00023158,F09,BRD-A56592690-001-01-9,0.209237778,1.11111111229117,DMSO,8,0.002
AB00023158,F10,BRD-A56592690-001-01-9,6.9745926e-002,0.370370370763724,DMSO,8,0.001
AB00023158,F11,BRD-K15107389-001-02-8,0.406004444,1.10805474385521,DMSO,8,0.003
AB00023158,F12,BRD-K15107389-001-02-8,0.135334815,0.369351582194792,DMSO,8,0.001
AB00023158,F13,BRD-M07419510-001-01-9,0.334592222,1.11111111037316,DMSO,8,0.003
AB00023158,F14,BRD-M07419510-001-01-9,0.111530741,0.370370371231316,DMSO,8,0.001
AB00023158,F15,BRD-K67262074-001-01-0,0.535047111,1.11111111088037,DMSO,8,0.004
AB00023158,F16,BRD-K67262074-001-01-0,0.178349037,0.370370370293457,DMSO,8,0.001
AB00023158,F17,BRD-K32349359-001-01-3,0.564904444,1.11111111023693,DMSO,8,0.005
AB00023158,F18,BRD-K32349359-001-01-3,0.188301481,0.370370369423344,DMSO,8,0.002
AB00023158,F19,BRD-K64117221-001-01-1,0.512746667,1.11111111183344,DMSO,8,0.004
AB00023158,F20,BRD-K64117221-001-01-1,0.170915556,0.370370371333472,DMSO,8,0.001
AB00023158,F21,BRD-K26975650-001-02-7,0.485020556,1.11111111212927,DMSO,8,0.004
AB00023158,F22,BRD-K26975650-001-02-7,0.161673519,0.370370371473374,DMSO,8,0.001
AB00023158,F23,,,,,0,0.000
AB00023158,F24,,,,DMSO,8,0.000
AB00023158,G01,,,,,0,0.000
AB00023158,G02,,,,DMSO,8,0.000
AB00023158,G03,BRD-K85339825-001-10-7,3.36815,10,DMSO,8,0.027
AB00023158,G04,BRD-K85339825-001-10-7,1.122716667,3.333333334323,DMSO,8,0.009
AB00023158,G05,BRD-K30973842-001-01-7,4.81025,10.0102740445836,DMSO,8,0.038
AB00023158,G06,BRD-K30973842-001-01-7,1.603416667,3.33675801555487,DMSO,8,0.013
AB00023158,G07,BRD-K78727929-001-03-2,5.226804,10,DMSO,8,0.042
AB00023158,G08,BRD-K78727929-001-03-2,1.742268,3.33333333333333,DMSO,8,0.014
AB00023158,G09,BRD-K72388814-001-01-1,3.052794,10,DMSO,8,0.024
AB00023158,G10,BRD-K72388814-001-01-1,1.017598,3.33333333333333,DMSO,8,0.008
AB00023158,G11,BRD-K70170026-001-01-9,3.904748,10,DMSO,8,0.031
AB00023158,G12,BRD-K70170026-001-01-9,1.301582667,3.333333334187,DMSO,8,0.010
AB00023158,G13,BRD-K65881677-001-01-0,3.86426,10,DMSO,8,0.031
AB00023158,G14,BRD-K65881677-001-01-0,1.288086667,3.33333333419594,DMSO,8,0.010
AB00023158,G15,BRD-K39987650-001-15-9,3.613906,10,DMSO,8,0.029
AB00023158,G16,BRD-K39987650-001-15-9,1.204635333,3.33333333241097,DMSO,8,0.010
AB00023158,G17,BRD-K50461558-001-01-2,3.43445,10,DMSO,8,0.027
AB00023158,G18,BRD-K50461558-001-01-2,1.144816667,3.33333333430389,DMSO,8,0.009
AB00023158,G19,BRD-K45007932-001-01-8,3.43175,10,DMSO,8,0.027
AB00023158,G20,BRD-K45007932-001-01-8,1.143916667,3.33333333430465,DMSO,8,0.009
AB00023158,G21,BRD-K38072832-001-01-2,2.64282,10,DMSO,8,0.021
AB00023158,G22,BRD-K38072832-001-01-2,0.88094,3.33333333333333,DMSO,8,0.007
AB00023158,G23,,,,,0,0.000
AB00023158,G24,,,,DMSO,8,0.000
AB00023158,H01,,,,,0,0.000
AB00023158,H02,,,,DMSO,8,0.000
AB00023158,H03,BRD-K85339825-001-10-7,0.374238889,1.111111111441,DMSO,8,0.003
AB00023158,H04,BRD-K85339825-001-10-7,0.124746296,0.37037036949067,DMSO,8,0.001
AB00023158,H05,BRD-K30973842-001-01-7,0.534472222,1.11225267115795,DMSO,8,0.004
AB00023158,H06,BRD-K30973842-001-01-7,0.178157407,0.370750889692305,DMSO,8,0.001
AB00023158,H07,BRD-K78727929-001-03-2,0.580756,1.11111111111111,DMSO,8,0.005
AB00023158,H08,BRD-K78727929-001-03-2,0.193585333,0.370370369732632,DMSO,8,0.002
AB00023158,H09,BRD-K72388814-001-01-1,0.339199333,1.11111111001922,DMSO,8,0.003
AB00023158,H10,BRD-K72388814-001-01-1,0.113066444,0.370370368914509,DMSO,8,0.001
AB00023158,H11,BRD-K70170026-001-01-9,0.433860889,1.11111111139566,DMSO,8,0.003
AB00023158,H12,BRD-K70170026-001-01-9,0.144620296,0.37037036961156,DMSO,8,0.001
AB00023158,H13,BRD-K65881677-001-01-0,0.429362222,1.11111111053604,DMSO,8,0.003
AB00023158,H14,BRD-K65881677-001-01-0,0.143120741,0.370370371041286,DMSO,8,0.001
AB00023158,H15,BRD-K39987650-001-15-9,0.401545111,1.11111111080366,DMSO,8,0.003
AB00023158,H16,BRD-K39987650-001-15-9,0.13384837,0.370370369345523,DMSO,8,0.001
AB00023158,H17,BRD-K50461558-001-01-2,0.381605556,1.11111111240519,DMSO,8,0.003
AB00023158,H18,BRD-K50461558-001-01-2,0.127201852,0.37037037080173,DMSO,8,0.001
AB00023158,H19,BRD-K45007932-001-01-8,0.381305556,1.11111111240621,DMSO,8,0.003
AB00023158,H20,BRD-K45007932-001-01-8,0.127101852,0.370370370802069,DMSO,8,0.001
AB00023158,H21,BRD-K38072832-001-01-2,0.293646667,1.11111111237239,DMSO,8,0.002
AB00023158,H22,BRD-K38072832-001-01-2,9.7882222e-002,0.370370369529518,DMSO,8,0.001
AB00023158,H23,,,,,0,0.000
AB00023158,H24,,,,DMSO,8,0.000
AB00023158,I01,,,,,0,0.000
AB00023158,I02,,,,DMSO,8,0.000
AB00023158,I03,BRD-K50919475-001-08-4,3.854583,10,DMSO,8,0.031
AB00023158,I04,BRD-K50919475-001-08-4,1.284861,3.33333333333333,DMSO,8,0.010
AB00023158,I05,BRD-K43765653-001-10-1,3.50411,10,DMSO,8,0.028
AB00023158,I06,BRD-K43765653-001-10-1,1.168036667,3.3333333342846,DMSO,8,0.009
AB00023158,I07,BRD-K37029603-001-01-0,3.644376,10,DMSO,8,0.029
AB00023158,I08,BRD-K37029603-001-01-0,1.214792,3.33333333333333,DMSO,8,0.010
AB00023158,I09,BRD-K26461874-001-02-8,5.737256,10,DMSO,8,0.046
AB00023158,I10,BRD-K26461874-001-02-8,1.912418667,3.33333333391433,DMSO,8,0.015
AB00023158,I11,BRD-K26461874-001-01-0,5.77060046,10.0581191775302,DMSO,8,0.046
AB00023158,I12,BRD-K26461874-001-01-0,1.923533487,3.35270639309105,DMSO,8,0.015
AB00023158,I13,BRD-K26347562-001-09-1,3.243306,10,DMSO,8,0.026
AB00023158,I14,BRD-K26347562-001-09-1,1.081102,3.33333333333333,DMSO,8,0.009
AB00023158,I15,BRD-K14929173-001-02-6,3.243306,10,DMSO,8,0.026
AB00023158,I16,BRD-K14929173-001-02-6,1.081102,3.33333333333333,DMSO,8,0.009
AB00023158,I17,BRD-K21867462-001-02-9,5.266724,10,DMSO,8,0.042
AB00023158,I18,BRD-K21867462-001-02-9,1.755574667,3.33333333396624,DMSO,8,0.014
AB00023158,I19,BRD-K12184916-001-01-4,4.6953652,10,DMSO,8,0.038
AB00023158,I20,BRD-K12184916-001-01-4,1.565121733,3.33333333262341,DMSO,8,0.013
AB00023158,I21,BRD-K11540476-001-06-9,6.74763,10,DMSO,8,0.054
AB00023158,I22,BRD-K11540476-001-06-9,2.24921,3.33333333333333,DMSO,8,0.018
AB00023158,I23,,,,,0,0.000
AB00023158,I24,,,,DMSO,8,0.000
AB00023158,J01,,,,,0,0.000
AB00023158,J02,,,,DMSO,8,0.000
AB00023158,J03,BRD-K50919475-001-08-4,0.428287,1.11111111111111,DMSO,8,0.003
AB00023158,J04,BRD-K50919475-001-08-4,0.142762333,0.370370369505599,DMSO,8,0.001
AB00023158,J05,BRD-K43765653-001-10-1,0.389345556,1.11111111237946,DMSO,8,0.003
AB00023158,J06,BRD-K43765653-001-10-1,0.129781852,0.370370370793154,DMSO,8,0.001
AB00023158,J07,BRD-K37029603-001-01-0,0.404930667,1.11111111202576,DMSO,8,0.003
AB00023158,J08,BRD-K37029603-001-01-0,0.134976889,0.370370370675254,DMSO,8,0.001
AB00023158,J09,BRD-K26461874-001-02-8,0.637472889,1.11111111130478,DMSO,8,0.005
AB00023158,J10,BRD-K26461874-001-02-8,0.212490963,0.370370370434926,DMSO,8,0.002
AB00023158,J11,BRD-K26461874-001-01-0,0.641177829,1.11756879769702,DMSO,8,0.005
AB00023158,J12,BRD-K26461874-001-01-0,0.213725943,0.372522932565673,DMSO,8,0.002
AB00023158,J13,BRD-K26347562-001-09-1,0.360367333,1.11111111008335,DMSO,8,0.003
AB00023158,J14,BRD-K26347562-001-09-1,0.120122444,0.370370369000027,DMSO,8,0.001
AB00023158,J15,BRD-K14929173-001-02-6,0.360367333,1.11111111008335,DMSO,8,0.003
AB00023158,J16,BRD-K14929173-001-02-6,0.120122444,0.370370369000027,DMSO,8,0.001
AB00023158,J17,BRD-K21867462-001-02-9,0.585191556,1.11111111195498,DMSO,8,0.005
AB00023158,J18,BRD-K21867462-001-02-9,0.195063852,0.370370370651661,DMSO,8,0.002
AB00023158,J19,BRD-K12184916-001-01-4,0.521707244,1.11111111016455,DMSO,8,0.004
AB00023158,J20,BRD-K12184916-001-01-4,0.173902415,0.37037037076477,DMSO,8,0.001
AB00023158,J21,BRD-K11540476-001-06-9,0.749736667,1.11111111160511,DMSO,8,0.006
AB00023158,J22,BRD-K11540476-001-06-9,0.249912222,0.370370370041037,DMSO,8,0.002
AB00023158,J23,,,,,0,0.000
AB00023158,J24,,,,DMSO,8,0.000
AB00023158,K01,,,,,0,0.000
AB00023158,K02,,,,DMSO,8,0.000
AB00023158,K03,BRD-K01877528-001-01-6,4.75325,10,DMSO,8,0.038
AB00023158,K04,BRD-K01877528-001-01-6,1.584416667,3.33333333403461,DMSO,8,0.013
AB00023158,K05,BRD-A25004090-001-03-5,5.47045,10,DMSO,8,0.044
AB00023158,K06,BRD-A25004090-001-03-5,1.823483333,3.333333332724,DMSO,8,0.015
AB00023158,K07,BRD-A18497530-001-05-3,3.921498,10,DMSO,8,0.031
AB00023158,K08,BRD-A18497530-001-05-3,1.307166,3.33333333333333,DMSO,8,0.010
AB00023158,K09,BRD-A09391610-001-10-2,3.764516,10,DMSO,8,0.030
AB00023158,K10,BRD-A09391610-001-10-2,1.254838667,3.33333333421879,DMSO,8,0.010
AB00023158,K11,BRD-M43082489-001-01-8,2.665,10.006097524345,DMSO,8,0.021
AB00023158,K12,BRD-M43082489-001-01-8,0.888333333,3.3353658401968,DMSO,8,0.007
AB00023158,K13,BRD-K82710617-001-04-7,5.676813,10,DMSO,8,0.045
AB00023158,K14,BRD-K82710617-001-04-7,1.892271,3.33333333333333,DMSO,8,0.015
AB00023158,K15,BRD-M25360017-001-01-1,1.602157,10,DMSO,8,0.013
AB00023158,K16,BRD-M25360017-001-01-1,0.534052333,3.3333333312528,DMSO,8,0.004
AB00023158,K17,BRD-M07851152-001-01-6,1.461891,10,DMSO,8,0.012
AB00023158,K18,BRD-M07851152-001-01-6,0.487297,3.33333333333333,DMSO,8,0.004
AB00023158,K19,BRD-A36275421-001-06-1,4.7740338,10,DMSO,8,0.038
AB00023158,K20,BRD-A36275421-001-06-1,1.5913446,3.33333333333333,DMSO,8,0.013
AB00023158,K21,BRD-K77245796-001-03-6,1.0311976,10,DMSO,8,0.008
AB00023158,K22,BRD-K77245796-001-03-6,0.343732533,3.33333333010085,DMSO,8,0.003
AB00023158,K23,,,,,0,0.000
AB00023158,K24,,,,DMSO,8,0.000
AB00023158,L01,,,,,0,0.000
AB00023158,L02,,,,DMSO,8,0.000
AB00023158,L03,BRD-K01877528-001-01-6,0.528138889,1.11111111134487,DMSO,8,0.004
AB00023158,L04,BRD-K01877528-001-01-6,0.176046296,0.370370369747015,DMSO,8,0.001
AB00023158,L05,BRD-A25004090-001-03-5,0.607827778,1.11111111151733,DMSO,8,0.005
AB00023158,L06,BRD-A25004090-001-03-5,0.202609259,0.370370369896444,DMSO,8,0.002
AB00023158,L07,BRD-A18497530-001-05-3,0.435722,1.11111111111111,DMSO,8,0.003
AB00023158,L08,BRD-A18497530-001-05-3,0.145240667,0.370370371220386,DMSO,8,0.001
AB00023158,L09,BRD-A09391610-001-10-2,0.418279556,1.11111111229173,DMSO,8,0.003
AB00023158,L10,BRD-A09391610-001-10-2,0.139426519,0.37037037164937,DMSO,8,0.001
AB00023158,L11,BRD-M43082489-001-01-8,0.296111111,1.11178861339893,DMSO,8,0.002
AB00023158,L12,BRD-M43082489-001-01-8,9.8703704e-002,0.370596205717856,DMSO,8,0.001
AB00023158,L13,BRD-K82710617-001-04-7,0.630757,1.11111111111111,DMSO,8,0.005
AB00023158,L14,BRD-K82710617-001-04-7,0.210252333,0.370370369783186,DMSO,8,0.002
AB00023158,L15,BRD-M25360017-001-01-1,0.178017444,1.11111110833707,DMSO,8,0.001
AB00023158,L16,BRD-M25360017-001-01-1,5.9339148e-002,0.370370369445691,DMSO,8,0.000
AB00023158,L17,BRD-M07851152-001-01-6,0.162432333,1.11111110883096,DMSO,8,0.001
AB00023158,L18,BRD-M07851152-001-01-6,5.4144111e-002,0.37037036961032,DMSO,8,0.000
AB00023158,L19,BRD-A36275421-001-06-1,0.5304482,1.11111111111111,DMSO,8,0.004
AB00023158,L20,BRD-A36275421-001-06-1,0.176816067,0.370370371068592,DMSO,8,0.001
AB00023158,L21,BRD-K77245796-001-03-6,0.114577511,1.11111111003362,DMSO,8,0.001
AB00023158,L22,BRD-K77245796-001-03-6,3.8192504e-002,0.370370373243693,DMSO,8,0.000
AB00023158,L23,,,,,0,0.000
AB00023158,L24,,,,DMSO,8,0.000
AB00023158,M01,,,,,0,0.000
AB00023158,M02,,,,DMSO,8,0.000
AB00023158,M03,BRD-K00760705-001-06-9,3.214161,10,DMSO,8,0.026
AB00023158,M04,BRD-K00760705-001-06-9,1.071387,3.33333333333333,DMSO,8,0.009
AB00023158,M05,BRD-K58415648-001-06-1,3.214161,10,DMSO,8,0.026
AB00023158,M06,BRD-K58415648-001-06-1,1.071387,3.33333333333333,DMSO,8,0.009
AB00023158,M07,BRD-K87550320-001-02-4,3.654439,10,DMSO,8,0.029
AB00023158,M08,BRD-K87550320-001-02-4,1.218146333,3.3333333324212,DMSO,8,0.010
AB00023158,M09,BRD-K21263731-001-01-8,3.775224,10,DMSO,8,0.030
AB00023158,M10,BRD-K21263731-001-01-8,1.258408,3.33333333333333,DMSO,8,0.010
AB00023158,M11,BRD-K04466929-001-07-7,3.51422,10,DMSO,8,0.028
AB00023158,M12,BRD-K04466929-001-07-7,1.171406667,3.33333333428186,DMSO,8,0.009
AB00023158,M13,BRD-K53581288-001-05-2,3.71417,10,DMSO,8,0.030
AB00023158,M14,BRD-K53581288-001-05-2,1.238056667,3.3333333342308,DMSO,8,0.010
AB00023158,M15,BRD-A72796238-001-10-6,4.224339,10,DMSO,8,0.034
AB00023158,M16,BRD-A72796238-001-10-6,1.408113,3.33333333333333,DMSO,8,0.011
AB00023158,M17,BRD-K46239287-001-01-7,4.704916,10,DMSO,8,0.038
AB00023158,M18,BRD-K46239287-001-01-7,1.568305333,3.33333333262485,DMSO,8,0.013
AB00023158,M19,BRD-K41483742-001-09-8,1.992054,10,DMSO,8,0.016
AB00023158,M20,BRD-K41483742-001-09-8,0.664018,3.33333333333333,DMSO,8,0.005
AB00023158,M21,BRD-K91041732-001-04-6,4.044766,10,DMSO,8,0.032
AB00023158,M22,BRD-K91041732-001-04-6,1.348255333,3.33333333250922,DMSO,8,0.011
AB00023158,M23,,,,,0,0.000
AB00023158,M24,,,,DMSO,8,0.000
AB00023158,N01,,,,,0,0.000
AB00023158,N02,,,,DMSO,8,0.000
AB00023158,N03,BRD-K00760705-001-06-9,0.357129,1.11111111111111,DMSO,8,0.003
AB00023158,N04,BRD-K00760705-001-06-9,0.119043,0.37037037037037,DMSO,8,0.001
AB00023158,N05,BRD-K58415648-001-06-1,0.357129,1.11111111111111,DMSO,8,0.003
AB00023158,N06,BRD-K58415648-001-06-1,0.119043,0.37037037037037,DMSO,8,0.001
AB00023158,N07,BRD-K87550320-001-02-4,0.406048778,1.1111111117192,DMSO,8,0.003
AB00023158,N08,BRD-K87550320-001-02-4,0.135349593,0.370370371485199,DMSO,8,0.001
AB00023158,N09,BRD-K21263731-001-01-8,0.419469333,1.11111111022816,DMSO,8,0.003
AB00023158,N10,BRD-K21263731-001-01-8,0.139823111,0.370370370076054,DMSO,8,0.001
AB00023158,N11,BRD-K04466929-001-07-7,0.390468889,1.11111111142729,DMSO,8,0.003
